Page,Order,Town_or_City,DHCD_ID,Project_Name,Address,Type,Total_SHI_Units,Affordability_Expires,Built_with_Comp_Permit,Subsidizing_Agency
568,6,Rockland,4436,DDS Group Homes,Confidential,Rental,21,N/A,No,DDS
568,7,Rockland,9816,Maplewood,Saw Mill Lane & Corn Mill Way,Ownership,18,Perp,YES,MassHousing
568,8,Rockland,9817,Rockland Glen,"Northfield Dr, Midfield Dr, Von Rohr Ave",Ownership,15,Perp,YES,MassHousing
568,9,Rockland,9818,Plain Street,Plain Street,Rental,4,Perp,NO,"DHCD, HUD"
568,10,Rockland,9819,Jennifer Condominiums,533 Market Street,Ownership,2,Perp,YES,MassHousing
569,1,Rockland,9995,Eleanor Lane,Eleanor Lane,Ownership,4,2022-2048,NA,DHCD
569,2,Rockland,10054,Lydia Square Apartments Phase 1,80 Norman Street,Rental,0,Perp,YES,"HUD, DHCD"
570,1,Rockport,2659,n/a,13 Millbrook Park,Rental,40,Perp,No,DHCD
570,2,Rockport,2660,n/a,Millbrook Park,Rental,40,Perp,No,DHCD
570,3,Rockport,2661,n/a,Kitefield Rd.,Rental,24,Perp,Yes,DHCD
570,4,Rockport,2663,Rockport School,4 Broadway,Rental,31,2047,Yes,"DHCD, DHCD, DHCD, RHS"
570,5,Rockport,4437,DDS Group Homes,Confidential,Rental,0,N/A,No,DDS
571,1,Rowe,4438,DDS Group Homes,Confidential,Rental,0,N/A,No,DDS
572,1,Rowley,2664,n/a,Plantation Dr.,Rental,42,Perp,No,DHCD
572,2,Rowley,2665,n/a,Depot Way,Rental,12,Perp,Yes,DHCD
572,3,Rowley,2666,Mill River,277 Haverhill Street,Rental,24,6/1/43,Yes,RHS
572,4,Rowley,4439,DDS Group Homes,confidential,Rental,0,N/A,No,DDS
572,5,Rowley,8577,The Village at West Ox Pasture,Spencer Knowles Rd and Arthur Gordon Dr,Ownership,10,perp,YES,FHLBB
572,6,Rowley,9439,Woodside Condominiums,870 Haverhill Street,Ownership,4,Perp,NO,DHCD
572,7,Rowley,9769,Rowley Village Green,Heritage Drive,Ownership,2,Perp,NO,DHCD
573,1,Royalston,2667,Self-Help,NA,Ownership,3,Perp,No,DHCD
573,2,Royalston,4440,DDS Group Homes,Confidential,Rental,0,N/A,No,DDS
574,1,Russell,4441,DDS Group Homes,Confidential,Rental,0,N/A,No,DDS
574,2,Russell,5901,Russell HOR Program,River Street,Ownership,1,8/10/17,No,DHCD
574,3,Russell,5902,Russell HOR Program,Westfield Road,Ownership,1,10/3/17,No,DHCD
574,4,Russell,5904,Russell HOR Program,Huntington Road,Ownership,1,8/16/18,No,DHCD
574,5,Russell,5905,Russell HOR Program,Main Street,Ownership,1,9/11/18,No,DHCD
574,6,Russell,5906,Russell HOR Program,Bridge Street,Ownership,1,9/11/18,No,DHCD
574,7,Russell,8343,Russell HOR Program,Pomeroy Terr,Ownership,1,2021,NO,DHCD
574,8,Russell,8344,Russell HOR Program,River St,Ownership,1,2018,NO,DHCD
574,9,Russell,8345,Russell HOR Program,West Main St,Ownership,1,2021,NO,DHCD
575,1,Rutland,2676,Hawthorne Hills II House,106 Main St.,Rental,16,8/14/42,No,RHS
575,2,Rutland,2677,Hawthorne Hills I,106 Main St.,Rental,44,2032*,No,HUD
575,3,Rutland,2678,Westview Village,11 Memorial Drive,Rental,9,1/1/53,Yes,RHS
575,4,Rutland,4442,DDS Group Homes,Confidential,Rental,17,N/A,No,DDS
576,1,Salem,2679,Scattered Sites,"Hawthorne, Bridge, & Boston Sts.",Rental,9,Perp,No,HUD
576,2,Salem,2680,Stephen Zisson Elderly,290 Essex St.,Rental,14,Perp,No,HUD
576,3,Salem,2681,5 Barton Square,5 Barton Square,Rental,16,Perp,No,HUD
576,4,Salem,2682,Garden Terrace,North St.,Rental,32,Perp,No,DHCD
576,5,Salem,2683,Rainbow Terrace,Rainbow Terrace,Rental,136,Perp,No,DHCD
576,6,Salem,2684,Charter Street,27 Charter St.,Rental,110,Perp,No,DHCD
576,7,Salem,2685,Colonial Terrace,Boston and Nichols,Rental,40,Perp,No,DHCD
576,8,Salem,2686,J. Michael Ruane,3 Broad Street,Rental,16,Perp,No,DHCD
576,9,Salem,2687,James A. Dalton Residence,205 Bridge Street,Rental,35,Perp,No,DHCD
576,10,Salem,2688,Leefort Terrace,Leefort Terrace,Rental,50,Perp,No,DHCD
576,11,Salem,2689,Bertram Terrace,Bertram Terrace,Rental,20,Perp,No,DHCD
576,12,Salem,2690,Morency Manor,45 St. Peter St.,Rental,54,Perp,No,DHCD
576,13,Salem,2691,Norton Terrace,Norton Terrace,Rental,20,Perp,No,DHCD
576,14,Salem,2692,Bates Terrace,Bates Terrace,Rental,16,Perp,No,DHCD
577,1,Salem,2693,Pioneer Terrace,Pioneer Terrace,Rental,104,Perp,No,DHCD
577,2,Salem,2694,Phillips School,86 Essex Street,Rental,17,Perp,No,DHCD
577,3,Salem,2695,Farrell Court,Farrell Ct.,Rental,12,Perp,No,DHCD
577,4,Salem,2696,Park/Prince/Congress,Park/Prince/Congress,Rental,14,Perp,No,DHCD
577,5,Salem,2699,Salem Point Rentals,98-102 Lafayette Street,Rental,15,2036,No,"DHCD, DHCD, DHCD"
577,6,Salem,2700,Fairweather Apartments,40R Highland Ave.,Rental,127,2025*,No,"HUD, HUD, HUD"
577,7,Salem,2701,HES Housing I,403-405 1/2 Essex St.,Rental,9,2037,No,DHCD
577,8,Salem,2702,Loring Towers,1000 Loring Avenue,Rental,250,2046*,No,MassHousing
577,9,Salem,2703,Lynch Street,10-14 Lynch Street,Rental,11,2017,No,MHP
577,10,Salem,2704,Pequot Highlands,"10,12 First Street",Rental,250,Perp,No,"DHCD, MassHousing"
578,1,Salem,2705,Princeton Crossing Apts,12 Heritage Drive,Rental,358,2017,No,MassHousing
578,2,Salem,2707,Residential Options,20 Central Av; 1 Washington St,Rental,3,2041,No,"EOHHS, HUD"
578,3,Salem,2708,Salem Point Rentals,"8-10, 12, 24 Peabody St; 1-16 Prince St. Place; 34 Prince Street; 51-53 Palmer St; 100 Congress St.",Rental,44,2034,No,"DHCD, DHCD, DHCD"
578,4,Salem,2710,Salem Heights,12 Pope St.,Rental,285,2103,No,"xHUD, DHCD, MDFA, MHP"
578,5,Salem,2712,Salem Point Cooperative,64 Harbor/Peabody/Ward,Rental,77,2091,No,"FHLBB, DHCD, DHCD"
578,6,Salem,2714,104 Lafayette St,104 Lafayette Street,Rental,10,2031,No,"DHCD, DHCD"
579,1,Salem,2714,104 Lafayette St,104 Lafayette Street,Rental,10,2031,No,"HUD, HUD"
579,2,Salem,3965,Palmer Street,68-72 Palmer Street,Rental,10,2020,No,MHP
579,3,Salem,4443,DDS Group Homes,Confidential,Rental,58,N/A,No,DDS
579,4,Salem,5934,Salem HOR Program,Porter Street,Ownership,1,2018,No,"DHCD, DHCD, FHLBB"
579,5,Salem,5935,Salem HOR Program,Porter Street,Ownership,1,2018,No,"DHCD, FHLBB, DHCD"
579,6,Salem,5936,Salem HOR Program,Naumkeag Street,Ownership,1,2018,No,"DHCD, FHLBB, DHCD"
579,7,Salem,5937,Salem HOR Program,Carlton Street,Ownership,1,2018,No,"DHCD, DHCD"
580,1,Salem,5938,Salem HOR Program,Fowler Street,Ownership,3,2017,No,"DHCD, DHCD"
580,2,Salem,5939,Salem HOR Program,Bayview Avenue,Ownership,1,2018,No,"DHCD, DHCD"
580,3,Salem,5942,Salem HOR Program,Turner Street,Ownership,1,2018,No,"DHCD, DHCD"
580,4,Salem,5943,Salem HOR Program,Meadow Street,Ownership,2,2017,No,"DHCD, DHCD"
580,5,Salem,5945,Salem HOR Program,Loring Avenue,Ownership,2,2018,No,"DHCD, DHCD"
580,6,Salem,5946,Salem HOR Program,Oak Street,Ownership,1,2017,No,"DHCD, DHCD"
580,7,Salem,5947,Salem HOR Program,Lawrence Street,Ownership,1,2019,No,"DHCD, DHCD"
580,8,Salem,5951,Salem HOR Program,Tremont Street,Ownership,1,2017,No,DHCD
581,1,Salem,5951,Salem HOR Program,Tremont Street,Ownership,1,2017,No,DHCD
581,2,Salem,5952,Salem HOR Program,Winthrop Street,Ownership,1,2019,No,"DHCD, DHCD"
581,3,Salem,5953,Salem HOR Program,Loring Avenue,Ownership,1,2017,No,"DHCD, DHCD"
581,4,Salem,6490,Salem HOR Program,Warner Street,Ownership,1,2019,No,"HUD, HUD"
581,5,Salem,6491,Salem HOR Program,Bow Street,Ownership,1,2019,No,"HUD, HUD"
581,6,Salem,6493,Salem HOR Program,Chase Street,Ownership,1,2017,No,"HUD, HUD"
581,7,Salem,6494,Salem HOR Program,Becket Street,Ownership,1,2017,No,"HUD, HUD"
581,8,Salem,6495,Salem HOR Program,Lemon Street,Ownership,2,2017,No,"HUD, HUD"
582,1,Salem,6496,Salem HOR Program,Cambridge Street,Ownership,1,2018,No,"HUD, HUD"
582,2,Salem,6497,Salem HOR Program,Hathorne Street,Ownership,2,2018,No,"HUD, HUD"
582,3,Salem,6498,Salem HOR Program,Margin Street,Ownership,2,2018,No,"HUD, HUD"
582,4,Salem,6499,Salem HOR Program,Wyman Avenue,Ownership,1,2019,No,"HUD, HUD"
582,5,Salem,6500,Salem HOR Program,Beaver Street,Ownership,1,2019,No,"HUD, HUD"
582,6,Salem,6501,Salem HOR Program,Mason Street,Ownership,1,10/2/19,No,"HUD, HUD"
582,7,Salem,6502,Salem HOR Program,Winthrop Street,Ownership,1,2019,No,"HUD, HUD"
582,8,Salem,6503,Salem HOR Program,Bridge Street,Ownership,3,2019,No,HUD
583,1,Salem,6503,Salem HOR Program,Bridge Street,Ownership,3,2019,No,HUD
583,2,Salem,7777,Salem HOR,Jefferson Ave,Ownership,1,11/18/19,NO,"DHCD, DHCD"
583,3,Salem,7778,Salem HOR,English St,Ownership,3,1/24/21,NO,"DHCD, DHCD"
583,4,Salem,7779,Salem HOR,Kimball Court,Ownership,1,8/14/20,NO,"DHCD, DHCD"
583,5,Salem,7781,Salem HOR,Beaver St,Ownership,1,1/19/21,NO,"DHCD, DHCD"
583,6,Salem,7782,Salem HOR,Gallows Circle,Ownership,1,6/9/20,NO,"DHCD, DHCD"
583,7,Salem,7783,Salem HOR,Phelps,Ownership,1,11/8/20,NO,"DHCD, DHCD"
583,8,Salem,7784,Salem HOR,Highland Ave,Ownership,1,2/3/21,NO,DHCD
584,1,Salem,7784,Salem HOR,Highland Ave,Ownership,1,2/3/21,NO,DHCD
584,2,Salem,7785,Salem HOR,Broad St,Ownership,1,2019,NO,"DHCD, DHCD"
584,3,Salem,7786,Salem HOR,Perkins St,Ownership,2,12/6/20,NO,"DHCD, DHCD"
584,4,Salem,7787,Salem HOR,Ocean Ave W,Ownership,1,5/2/20,NO,"DHCD, DHCD"
584,5,Salem,7788,Salem HOR,Wisteria St,Ownership,2,10/4/19,NO,"DHCD, DHCD"
584,6,Salem,7789,Salem HOR,Beaver St,Ownership,1,12/28/20,NO,"DHCD, DHCD"
584,7,Salem,7790,Salem HOR,Jefferson Ave,Ownership,2,12/1/19,NO,"DHCD, DHCD"
584,8,Salem,8382,Salem HOR Program,Hersey St,Ownership,3,2020,NO,HUD
584,9,Salem,8791,Salem HOR Program,Lyme St,Ownership,1,2022,NO,HUD
585,1,Salem,9193,Palmer Cove,50 Palmer St,Rental,15,2056,NO,"MassHousing, DHCD, HUD"
585,2,Salem,9201,Salem HOR Program,Bridge St,Rental,1,2023,NO,HUD
585,3,Salem,9202,Salem HOR Program,Jefferson Ave,Rental,1,2023,NO,HUD
585,4,Salem,9203,Salem HOR Program,Conant St,Rental,1,2024,NO,HUD
585,5,Salem,9204,Salem HOR Program,Grove St,Rental,1,2024,NO,HUD
585,6,Salem,9205,Salem HOR Program,Ward St,Rental,4,2024,NO,HUD
585,7,Salem,9531,Salem HOR Program,Cushing St,Rental,1,2057,NO,HUD
585,8,Salem,9532,Salem HOR Program,Beaver St,Rental,1,2026,NO,HUD
585,9,Salem,9587,Salem HOR Program,Collins St,Rental,1,2027,NO,HUD
585,10,Salem,9588,Salem HOR Program,Margin St,Rental,1,2027,NO,HUD
585,11,Salem,9810,Salem HOR Program,Bridge Street,Rental,1,2029,NO,HUD
585,12,Salem,9822,"135 Lafayette/St.Joseph's, Redevelopment",135 Lafayette Street Unit,Rental,51,2111,YES,DHCD
586,1,Salem,9822,"135 Lafayette/St.Joseph's, Redevelopment",135 Lafayette Street Unit,Rental,51,2111,YES,MassHousing
586,2,Salem,9830,Lincoln Hotel,117 Lafayette Street,Ownership,62,2018*,NO,DHCD
586,3,Salem,9831,North River Apartments,28 Goodhue Street,Rental,4,Perp,NO,DHCD
586,4,Salem,10199,Salem HOR Program,Warner St,Rental,1,2032,NO,HUD
586,5,Salem,10259,Congress Street Residences,"32 Perkins Street, 61 Congress Street, 71 Palmer Street, 6 Ward Street, 40 Ward Street, 52 Salem Street",Rental,64,2066,NO,"NA, DHCD, MassHousing"
586,6,Salem,10260,Boston Street Crossing,"43, 179 Boston Street",Rental,26,Perp,NO,"NA, DHCD, MassHousing"
587,1,Salisbury,2716,Great Meadows Village,23 Beach Road,Rental,80,Perp,No,DHCD
587,2,Salisbury,2717,Bay Berry Point,Beach Road,Rental,30,3/6/42,No,"DHCD, RHS"
587,3,Salisbury,4003,"Windgate at Salisbury, Condominiums",135 Beach Road,Ownership,18,perp,Yes,"DHCD, FHLBB"
587,4,Salisbury,4004,Salisbury Woods,125 Bridge Road,Ownership,17,perp,Yes,FHLBB
587,5,Salisbury,4444,DDS Group Homes,Confidential,Rental,13,N/A,No,DDS
587,6,Salisbury,4602,DMH Group Homes,Confidential,Rental,0,N/A,No,DMH
587,7,Salisbury,5635,The Village at Sawyer Farms,off Ferry Road,Ownership,13,perp,Yes,FHLBB
587,8,Salisbury,5636,Beach Road Estates,111 Beach Road,Ownership,7,perp,Yes,MassHousing
587,9,Salisbury,5637,Salisbury HOR Program,Mudnock Road,Ownership,1,6/9/18,No,DHCD
587,10,Salisbury,5638,Salisbury HOR Program,Lafayette Road,Ownership,1,8/11/18,No,DHCD
587,11,Salisbury,5639,Salisbury HOR Program,Joy Road,Mix,2,10/17/18,No,DHCD
587,12,Salisbury,5640,Salisbury HOR Program,Toll Road,Ownership,1,11/3/18,No,DHCD
588,1,Salisbury,5641,Salisbury HOR Program,Lafayette Road,Ownership,1,11/5/18,No,"DHCD, DHCD"
588,2,Salisbury,5642,Salisbury HOR Program,Lafayette Road,Ownership,1,11/17/18,No,DHCD
588,3,Salisbury,5643,Salisbury HOR Program,Adams Street,Ownership,1,12/24/18,No,DHCD
588,4,Salisbury,5644,Salisbury HOR Program,Pike Street,Ownership,1,2/2/19,No,DHCD
588,5,Salisbury,5645,Salisbury HOR Program,Mudnock Road,Ownership,1,2/4/19,No,DHCD
588,6,Salisbury,5646,Salisbury HOR Program,Garfield Street,Ownership,1,2/25/19,No,DHCD
588,7,Salisbury,5647,Salisbury HOR Program,Sandy Lane,Ownership,1,3/9/19,No,DHCD
588,8,Salisbury,5648,Salisbury HOR Program,Maple Street,Ownership,1,3/29/19,No,DHCD
588,9,Salisbury,5649,Salisbury HOR Program,Lynne Avenue,Ownership,1,4/12/19,No,DHCD
588,10,Salisbury,5650,Salisbury HOR Program,Lafayette Road,Ownership,1,4/26/19,No,DHCD
588,11,Salisbury,5652,Salisbury HOR Program,Brooks Road,Ownership,1,6/14/19,No,DHCD
588,12,Salisbury,6664,Beach Road,Beach Road,Ownership,2,2103,No,DHCD
588,13,Salisbury,7748,Salisbury HOR Program,Atlantic Avenue,Ownership,1,8/13/19,No,DHCD
589,1,Salisbury,7749,Salisbury HOR Program,Lafayette Rd,Ownership,1,10/7/19,No,DHCD
589,2,Salisbury,7750,Salisbury HOR Program,Pike Street,Ownership,1,8/24/19,No,DHCD
589,3,Salisbury,7751,Salisbury HOR Program,Ferry Road,Ownership,1,8/17/19,No,DHCD
589,4,Salisbury,7752,Salisbury HOR Program,Lincoldn Ave,Ownership,1,11/12/19,No,DHCD
589,5,Salisbury,7753,Salisbury HOR Program,Lafayette Rd,Ownership,1,8/10/19,NO,DHCD
589,6,Salisbury,7755,Salisbury HOR program,Rabbit Rd,Ownership,1,2/1/20,NO,"DHCD, DHCD"
589,7,Salisbury,7756,Salisbury HOR Program,Pike Street,Ownership,1,7/25/20,NO,DHCD
589,8,Salisbury,7757,Salisbury HOR Program,Bayberry Ln,Ownership,1,6/7/20,NO,"DHCD, DHCD"
589,9,Salisbury,7758,Salisbury HOR Program,Beach Rd,Ownership,1,1/9/21,NO,DHCD
589,10,Salisbury,7759,Salisbury HOR Program,North End Blvd,Ownership,2,10/15/20,NO,DHCD
589,11,Salisbury,7760,Salisbury HOR Program,Jak-Len Drive,Ownership,1,1/11/21,NO,DHCD
589,12,Salisbury,7761,Salisbury HOR Program,Jak-Len Drive,Ownership,1,12/29/20,NO,DHCD
590,1,Salisbury,7762,Salisbury HOR Program,Odin St,Ownership,1,12/30/20,NO,DHCD
590,2,Salisbury,7763,Salisbury HOR Program,Robert Rd,Ownership,1,1/13/21,NO,"NA, DHCD"
590,3,Salisbury,7764,Salisbury HOR Program,Sweet Apple Tree Ln,Ownership,1,4/12/21,NO,DHCD
590,4,Salisbury,7765,Salisbury HOR Program,Cushing St,Ownership,1,4/12/21,NO,DHCD
590,5,Salisbury,7766,Salisbury HOR Program,Folly Mill Rd,Ownership,1,4/18/21,NO,DHCD
590,6,Salisbury,7767,Salisbury HOR Program,Railroad Ave,Ownership,1,4/27/21,NO,"DHCD, DHCD, CDBG"
590,7,Salisbury,7768,Salisbury HOR Program,Bartlett St,Ownership,1,2/3/21,NO,DHCD
590,8,Salisbury,7769,Salisbury HOR Program,Brissette Ave,Ownership,1,5/25/21,NO,DHCD
590,9,Salisbury,7770,Heritage Park,Lafayette Rd,Ownership,23,8/23/19,NO,DHCD
590,10,Salisbury,7800,Northpointe Village,Seabrook Rd,Ownership,12,perp,YES,"MassHousing, Finance Agency"
590,11,Salisbury,8558,Link House Inc.,197 Elm St,Rental,38,2046,NO,DHCD
591,1,Salisbury,8558,Link House Inc.,197 Elm St,Rental,38,2046,NO,"DHCD, HUD"
591,2,Salisbury,9047,Beach Road,54 Beach Road,Ownership,7,Perp,YES,DHCD
591,3,Salisbury,9165,Salisbury HOR Program,School House Lane,Ownership,1,2023,NO,DHCD
591,4,Salisbury,9166,Salisbury HOR Program,Beach Road,Ownership,1,2023,NO,HUD
591,5,Salisbury,9167,Salisbury HOR Program,Del Logan Drive,Ownership,1,2023,NO,DHCD
591,6,Salisbury,9168,Salisbury HOR Program,Dock Lane,Ownership,1,2023,NO,DHCD
591,7,Salisbury,9170,Salisbury HOR Program,Lafayette Rd,Ownership,1,2023,NO,DHCD
591,8,Salisbury,9171,Salisbury HOR Program,Ferry Rd,Ownership,1,2023,NO,DHCD
591,9,Salisbury,9172,Salisbury HOR Program,Ferry Road,Ownership,1,2023,NO,DHCD
591,10,Salisbury,9173,Salisbury HOR Program,Mudnock Road,Ownership,1,2023,NO,DHCD
591,11,Salisbury,9175,Salisbury HOR Program,Beach Road,Rental,1,2023,NO,DHCD
591,12,Salisbury,9176,Salisbury HOR Program,Gerrish Road,Ownership,1,2023,NO,DHCD
591,13,Salisbury,9177,Salisbury HOR Program,Jak Len Drive,Ownership,1,2023,NO,DHCD
592,1,Salisbury,9178,Salisbury HOR Program,Lafayette Road,Ownership,1,2023,NO,DHCD
592,2,Salisbury,9179,Salisbury HOR Program,Dock Lane,Ownership,1,2023,NO,DHCD
592,3,Salisbury,9457,Salisbury HOR Program,Toll Rd,Ownership,1,2025,NO,DHCD
592,4,Salisbury,9458,Salisbury HOR Program,Main St,Ownership,1,2025,NO,DHCD
592,5,Salisbury,9459,Salisbury HOR Program,Garfield St,Ownership,1,2025,NO,DHCD
592,6,Salisbury,9460,Salisbury HOR Program,Collins St,Ownership,1,2025,NO,DHCD
592,7,Salisbury,9461,Salisbury HOR Program,Collins St,Ownership,1,2025,NO,DHCD
592,8,Salisbury,9463,Salisbury HOR Program,Lafayette St,Ownership,1,2025,NO,DHCD
592,9,Salisbury,9464,Salisbury HOR Program,16th Street,Ownership,1,2025,NO,DHCD
592,10,Salisbury,9465,Salisbury HOR Program,Rabbit Rd,Ownership,1,2025,NO,DHCD
592,11,Salisbury,9466,Salisbury HOR Program,No. End St,Ownership,1,2025,NO,DHCD
592,12,Salisbury,9467,Salisbury HOR Program,Gerrish Rd,Ownership,1,2025,NO,DHCD
592,13,Salisbury,9468,Salisbury HOR Program,Lafayete St,Ownership,1,2025,NO,DHCD
592,14,Salisbury,9469,Salisbury HOR Program,Lafayette St,Ownership,1,2025,NO,DHCD
593,1,Salisbury,9470,Salisbury HOR Program,Main St,Ownership,1,2026,NO,DHCD
593,2,Salisbury,9471,Salisbury HOR Program,Glenwood St,Ownership,1,2025,NO,DHCD
593,3,Salisbury,9472,Salisbury HOR Program,Mudnoc,Ownership,1,2025,NO,DHCD
593,4,Salisbury,9473,Salisbury HOR Program,Denrael Dr,Ownership,1,2026,NO,DHCD
593,5,Salisbury,9687,Salisbury HOR Program,True Rd,Ownership,1,2027,NO,DHCD
593,6,Salisbury,9688,Salisbury HOR Program,Lafayette Rd,Ownership,1,2027,NO,DHCD
593,7,Salisbury,9689,Salisbury HOR Program,Lafayette Rd,Ownership,1,2028,NO,DHCD
593,8,Salisbury,9690,Salisbury HOR Program,Cable Ave,Ownership,1,2027,NO,DHCD
593,9,Salisbury,9691,Salisbury HOR Program,Folly Mill Rd,Ownership,1,2026,NO,DHCD
593,10,Salisbury,9692,Salisbury HOR Program,Lafayette Rd,Ownership,1,2027,NO,DHCD
593,11,Salisbury,9693,Salisbury HOR Program,Lafayette Rd,Ownership,1,2026,NO,DHCD
593,12,Salisbury,9694,Salisbury HOR Program,Lafayette Rd,Ownership,1,2028,NO,DHCD
593,13,Salisbury,9696,Salisbury HOR Program,Lafayette Rd,Ownership,1,2028,NO,DHCD
593,14,Salisbury,9697,Salisbury HOR Program,Rabbit Rd,Ownership,1,2028,NO,DHCD
594,1,Salisbury,9698,Salisbury HOR Program,Garfield St,Ownership,1,2028,NO,DHCD
594,2,Salisbury,9699,Salisbury HOR Program,Main St,Ownership,1,2028,NO,DHCD
594,3,Salisbury,9700,Salisbury HOR Program,Hayes St,Ownership,1,2028,NO,DHCD
594,4,Salisbury,9701,Salisbury HOR Program,Elm St,Ownership,1,2028,NO,DHCD
594,5,Salisbury,9702,Salisbury HOR Program,Schoolhouse Ln,Ownership,1,2028,NO,DHCD
594,6,Salisbury,9703,Salisbury HOR Program,Ferry Rd,Ownership,1,2028,NO,DHCD
594,7,Salisbury,9704,Salisbury HOR Program,Forest Rd,Ownership,1,2029,NO,DHCD
594,8,Salisbury,10143,"The Residences at Salisbury, Square",18 Maple Street,Rental,26,2067,YES,DHCD
594,9,Salisbury,10148,Tidewater,191 Beach Road,Rental,210,Perp,NO,DHCD
594,10,Salisbury,10150,Salisbury HOR Program,Bridge Rd,Ownership,1,2029,NO,DHCD
594,11,Salisbury,10153,Salisbury HOR Program,Spring St,Ownership,1,2029,NO,DHCD
594,12,Salisbury,10154,Salisbury HOR Program,Elm St,Ownership,1,2029,NO,DHCD
594,13,Salisbury,10155,Salisbury HOR Program,Lafayette St,Ownership,1,2030,NA,DHCD
594,14,Salisbury,10156,Salisbury HOR Program,Lions Way,Ownership,1,2030,NO,DHCD
595,1,Salisbury,10157,Sailsbury HOR Program,Taft Street,Ownership,1,2030,NO,DHCD
595,2,Salisbury,10158,Salisbury HOR Program,James Court,Ownership,1,2030,NO,DHCD
595,3,Salisbury,10159,Salisbury HOR Program,Pike Street,Ownership,1,2031,NO,DHCD
595,4,Salisbury,10160,Salisbury HOR Program,17th St W,Ownership,1,2031,NO,DHCD
595,5,Salisbury,10161,Salibury HOR Program,Mudnock Rd,Ownership,1,2031,NO,DHCD
595,6,Salisbury,10162,Salibury HOR Program,Lafayette Rd,Ownership,1,2031,NO,DHCD
595,7,Salisbury,10163,Salibury HOR Program,Lafayette Rd,Ownership,1,2031,NO,DHCD
596,1,Sandisfield,4445,DDS Group Homes,Confidential,Rental,0,N/A,No,DDS
597,1,Sandwich,2718,Hansen Village,23 Toms Way,Rental,4,Perp,Yes,DHCD
597,2,Sandwich,2719,Hansen Village,20 Toms Way,Rental,28,Perp,Yes,DHCD
597,3,Sandwich,2720,Hansen Village Congregate Hsg,22 Toms Way,Rental,8,Perp,Yes,DHCD
597,4,Sandwich,2721,Hansen Village,20 Toms Way,Rental,8,Perp,Yes,DHCD
597,5,Sandwich,2722,n/a,George Fernandes Way,Rental,12,Perp,Yes,DHCD
597,6,Sandwich,2723,n/a,Bramblebush Drive,Rental,1,Perp,No,DHCD
597,7,Sandwich,2725,Cranberry Village,Early Road Circle,Ownership,4,Perp,Yes,DHCD
597,8,Sandwich,2729,Shawme Heights,5 Leveridge Lane,Rental,44,Perp,Yes,"HUD, RHS"
597,9,Sandwich,3774,Osprey Lane Apartments,29 Osprey Lane,Rental,36,Perp,Yes,"DHCD, DHCD, DHCD, FHLBB, MHP"
597,10,Sandwich,3782,Sherwood Forest,Nottingham & Kensington Rds,Ownership,9,Perp,Yes,DHCD
598,1,Sandwich,3783,Shawme Heights II,3 & 5 Leveridge Lane,Rental,50,2043,Yes,HUD
598,2,Sandwich,4446,DDS Group Homes,Confidential,Rental,37,N/A,No,DDS
598,3,Sandwich,4626,Granite Ridge,230 Quaker Meetinghouse Road,Ownership,8,Perp,Yes,MassHousing
598,4,Sandwich,4627,Woodside Village,85 Boardley Road,Ownership,12,Perp,Yes,HUD
598,5,Sandwich,4628,Brightside Lane,54 Route 130,Ownership,4,Perp,Yes,MassHousing
598,6,Sandwich,4629,Beech Wood Grove,Craft Road,Ownership,1,Perp,Yes,MassHousing
598,7,Sandwich,4864,CCC HOR Program,Robin Road,Ownership,1,2018*,No,DHCD
598,8,Sandwich,4871,Ryder Woods,Sconset Circle,Ownership,1,31-Jul,Yes,DHCD
598,9,Sandwich,4872,Ryder Woods,Sconset Circle,Ownership,1,31-Aug,Yes,DHCD
598,10,Sandwich,4873,Ryder Woods,Sconset Circle,Ownership,1,Sep-31,Yes,DHCD
598,11,Sandwich,4874,Ryder Woods,Sconset Circle,Ownership,1,Sep-31,Yes,DHCD
598,12,Sandwich,4875,Ryder Woods,Madaket Way,Ownership,1,Sep-31,Yes,DHCD
598,13,Sandwich,4876,Ryder Woods,Sconset Circle,Ownership,1,31-Oct,Yes,DHCD
598,14,Sandwich,4877,Ryder Woods,Muskegat Circle,Ownership,1,Nov-31,Yes,DHCD
599,1,Sandwich,4878,Ryder Woods,Sconset Circle,Ownership,1,Nov-31,Yes,DHCD
599,2,Sandwich,4879,Ryder Woods,Muskegat Circle,Ownership,1,Nov-31,Yes,DHCD
599,3,Sandwich,4880,Ryder Woods,Sconset Circle,Ownership,1,Feb-32,Yes,DHCD
599,4,Sandwich,4881,Ryder Woods,Sconset Circle,Ownership,1,Mar-32,Yes,DHCD
599,5,Sandwich,4882,Ryder Woods,Sconset Circle,Ownership,1,Mar-32,Yes,DHCD
599,6,Sandwich,4883,Ryder Woods,Sconset Circle,Ownership,1,May-32,Yes,DHCD
599,7,Sandwich,4884,Ryder Woods,Ryder Circle,Ownership,1,Dec-32,Yes,DHCD
599,8,Sandwich,4885,Ryder Woods,Sconset Circle,Ownership,1,Dec-32,Yes,DHCD
599,9,Sandwich,4886,Ryder Woods,Manamok Circle,Ownership,1,Apr-33,Yes,DHCD
599,10,Sandwich,4887,Ryder Woods,Manamok Circle,Ownership,1,May-33,Yes,DHCD
599,11,Sandwich,4888,Ryder Woods,Ryder Circle,Ownership,1,May-33,Yes,DHCD
599,12,Sandwich,4889,Ryder Woods,Ryder Circle,Ownership,1,May-33,Yes,DHCD
