county,state_code,percentage16_Donald_Trump,percentage16_Hillary_Clinton,total_votes16,votes16_Donald_Trump,votes16_Hillary_Clinton,percentage20_Donald_Trump,percentage20_Joe_Biden,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,lat,long,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,state,cases,deaths,dem_16_margin,dem_20_margin,dem_margin_shift,cases_rate,deaths_rate,men_percent,women_percent
Madera,CA,56.0984152,38.76776698,34263,19221,13283,54.6964193,43.12594899,52029,28458,22438,37.21513971,-119.7665589,154440,74583,79857,56.9,35.1,3.1,1.1,2,0.1,90030,48210,2108,19975,565,22.1,31.5,23.9,17.3,22,23,13.8,76.4,15.5,0.5,2,2,3.6,25.6,56076,78.4,14.6,6.9,0.1,8.3,California,5158,76,-17.33064822,-11.57047031,5.760177906,3.33980834,0.049210049,48.29254079,51.70745921
Madison,AL,55.93360632,39.15082804,159473,89199,62435,52.79317367,44.79647341,193955,102395,86885,34.76327133,-86.55069633,353213,172568,180645,4.7,65.1,24,0.6,2.5,0.1,265022,61318,1430,34232,709,13.6,20,46.3,15.2,21.6,6.4,10.5,87.7,6.3,0.2,0.8,1.5,3.4,21.3,169756,76.3,19,4.5,0.2,6.5,Alabama,9929,101,-16.78277828,-7.996700266,8.78607801,2.811051688,0.028594644,48.85663891,51.14336109
Madison,AR,72.00175721,23.23912725,6829,4917,1587,76.96514012,21.25768968,7315,5630,1555,36.01038185,-93.72524943,15907,8005,7902,5.4,90.2,0.1,1,0.4,0.5,11851,42894,3325,23203,2396,17.8,22.6,29.3,14.9,20,14.8,21.1,80.5,12.2,0.3,1.8,1.2,4,31.7,6557,74.8,13.8,11.3,0,4.5,Arkansas,450,6,-48.76262996,-55.70745044,-6.944820484,2.828943233,0.037719243,50.32375684,49.67624316
Madison,FL,57.02693167,41.46771728,8503,4849,3526,59.445629,39.9466951,9380,5576,3747,30.44396917,-83.47398594,18518,9804,8714,5.1,54.4,38.8,0.2,1,0,14568,31816,2625,17192,1094,31.9,51.4,27.6,18.4,26,9.7,18.3,82.3,9.6,0,3.1,2.2,2.9,27,5985,67.1,27.2,5.3,0.4,8.1,Florida,1086,25,-15.55921439,-19.4989339,-3.939719507,5.864564208,0.13500378,52.94308241,47.05691759
Madison,GA,76.97781499,20.28463792,11945,9195,2423,75.82513222,22.83591083,14937,11326,3411,34.12920917,-83.21218732,28600,14345,14255,4.9,82.9,8.6,0.3,1.4,0,21380,47653,3252,22885,1361,17.6,24.1,29.7,15.1,22,13.8,19.3,83,10.3,0.2,0.9,1.6,4,26,12065,72.9,18.7,8.2,0.2,8,Georgia,912,16,-56.69317706,-52.9892214,3.703955665,3.188811189,0.055944056,50.15734266,49.84265734
Madison,IA,62.60706324,31.2800657,8523,5336,2666,66.35733225,31.96002447,9806,6507,3134,41.33081904,-94.01554631,15720,7870,7850,1.8,95.9,0.2,0,1.1,0,11541,60077,4365,31449,2324,7.3,4.6,37.8,15.9,20,12.7,13.6,81,8.9,0.3,2.4,0.4,7,28.2,7971,81.3,12,6.7,0,5.2,Iowa,405,3,-31.32699754,-34.39730777,-3.070310235,2.576335878,0.019083969,50.06361323,49.93638677
Madison,ID,56.99623892,7.656020909,15687,8941,1201,79.23679289,15.57971014,17112,13559,2666,43.78141028,-111.6538474,38241,19272,18969,7.1,89,0.6,0,1.1,0.1,26874,33620,2136,15257,995,31.8,22.2,39,19.2,23.4,8.8,9.6,68.8,12.7,0.5,8.7,3.8,5.5,14.1,17073,84.4,10.8,4.2,0.5,9.2,Idaho,2811,5,-49.34021801,-63.65708275,-14.31686473,7.350749196,0.013074972,50.39617165,49.60382835
Madison,IL,54.96004754,39.35513127,127902,70295,50336,55.47514113,41.89452117,135686,75272,56845,38.83042506,-89.90422563,266153,129987,136166,3.1,85.5,8.4,0.2,0.9,0,204598,56536,1150,30278,668,13.5,18.2,34.9,17.8,24.5,8.8,14,85.5,6.8,1.8,1.3,0.7,3.8,24.8,125596,83,12.9,4,0.1,7.4,Illinois,7980,163,-15.60491626,-13.58061996,2.024296303,2.998275428,0.061242969,48.83920151,51.16079849
Madison,IN,60.3354454,34.65337309,53660,32376,18595,60.33544439,37.68713807,51633,31153,19459,40.16143691,-85.71964711,129641,64805,64836,3.8,85.3,7.5,0.2,0.5,0,99639,45432,1143,23680,577,17.4,25.4,29.2,20.8,24,8.7,17.3,83.2,9.1,0.2,2.2,1.6,3.7,25.9,55819,84.5,10.3,4.9,0.3,6.8,Indiana,2926,102,-25.68207231,-22.64830632,3.033765991,2.257002029,0.078678813,49.98804391,50.01195609
Madison,KY,62.75712449,31.5861367,37336,23431,11793,62.30325946,35.48732433,43903,27353,15580,37.71659336,-84.27220275,88376,42976,45400,2.3,89.8,4.3,0.3,0.9,0,68372,46674,2049,23733,696,19.5,19.7,36.3,19.6,22.4,7.3,14.4,80.2,8.3,0.2,5.7,2.5,3.1,22.6,41594,77.5,18,4.4,0.2,6.9,Kentucky,2500,14,-31.17098779,-26.81593513,4.355052657,2.828822305,0.015841405,48.62858695,51.37141305
Madison,MO,77.134261,18.89808199,5318,4102,1005,80.77940399,17.93334509,5671,4581,1017,37.47865134,-90.3467143,12226,6004,6222,2.3,94.9,0.9,0.3,0.4,0,9398,37484,6275,20081,1344,18.8,21.2,20.9,21.1,21.7,18.6,17.6,79.9,13.6,0.1,1.1,2.4,2.9,25.4,4976,78.6,17,4.4,0,5.8,Missouri,553,3,-58.23617901,-62.8460589,-4.609879881,4.523147391,0.02453787,49.10845739,50.89154261
Madison,MS,56.84381105,40.75208666,45048,25607,18358,57.13911677,41.30520161,45832,26188,18931,32.63389156,-90.03513564,102212,48966,53246,2.9,55.6,38.2,0.2,2.5,0,74102,68600,2636,36627,1311,12,17.3,46.3,11.8,24.3,6.8,10.8,88.2,7.7,0.3,0.7,1.2,1.9,22.1,51194,75,18.8,6.1,0.1,5.1,Mississippi,3930,94,-16.09172438,-15.83391517,0.257809214,3.844949712,0.091965718,47.90631237,52.09368763
Madison,MT,69.49152542,24.8940678,4720,3280,1175,68.54429343,28.98313411,6107,4186,1770,45.30080065,-111.9173017,7902,4070,3832,3.4,93.8,0.3,0.5,0.1,0,6480,47900,3493,31620,2905,10.6,13.8,33.8,22.6,17.3,17.9,8.3,62.3,11.8,0.8,11,2.5,11.6,21.4,3873,67.7,16.1,15.9,0.3,3.4,Montana,214,1,-44.59745763,-39.56115933,5.036298302,2.708175146,0.012655024,51.50594786,48.49405214
Madison,NC,61.41710742,35.55535291,10966,6735,3899,60.98461538,37.52307692,13000,7928,4878,35.85402722,-82.71346418,21347,10564,10783,2.5,93.9,1.8,0.3,0.6,0,17164,40563,2334,22653,1471,17.8,24.1,31.1,21.1,18.6,14.9,14.3,77.1,12.3,0.1,2,0.8,7.7,28.9,9464,75.9,14,10,0.1,6.9,North Carolina,309,5,-25.86175451,-23.46153846,2.400216052,1.447510189,0.023422495,49.48704736,50.51295264
Madison,NE,75.36543422,19.08139868,13956,10518,2663,75.79671578,22.02245732,15407,11678,3393,41.91676024,-97.6005481,35062,17437,17625,14.5,80.7,1.4,1.3,1.1,0,24779,49865,1887,26093,1125,16,21.9,29.1,16.9,21.9,12.4,19.6,80.1,11.2,0.4,1.8,2.6,4,14.2,18419,80.4,12.5,6.9,0.2,3.2,Nebraska,1621,11,-56.28403554,-53.77425845,2.509777086,4.623238834,0.031372996,49.73190349,50.26809651
Madison,NY,54.39909463,38.50759346,27392,14901,10548,59.76243772,37.60921366,27698,16553,10417,42.91653905,-75.67266639,71760,35413,36347,2.1,93.4,1.8,0.6,0.8,0.1,56718,58365,1967,28010,778,11.1,14.6,36.6,18.5,22.3,10.4,12.2,81.6,6.4,0.6,5.4,1.4,4.7,23.3,33640,77.2,15.5,7.2,0.1,4.4,New York,601,17,-15.89150117,-22.15322406,-6.261722891,0.837513935,0.023690078,49.34921962,50.65078038
Madison,OH,67.55998568,27.82619076,16754,11319,4662,69.63074214,28.78450464,19309,13445,5558,39.89381073,-83.40178317,43732,23892,19840,1.9,88.9,5.8,0.3,1.1,0,34278,62897,1726,27798,1073,10.2,15.7,32.1,16.8,21,11.6,18.5,83.6,9.4,0.2,1.6,1,4.1,25.3,18838,79.5,13.8,6.7,0,5.4,Ohio,1148,16,-39.73379491,-40.84623751,-1.112442591,2.625080033,0.036586481,54.63276319,45.36723681
Madison,TN,56.45853194,40.88020337,37764,21321,15438,55.83121339,42.73111303,42847,23922,18309,35.61181957,-88.84076036,97887,46449,51438,3.7,56.5,37.1,0,1.1,0,74356,44496,2056,24600,787,20.3,30.2,32.8,19.2,25.2,6.8,16,85.8,6.7,0.9,0.8,2.9,2.9,18.6,43003,80.9,13.2,5.6,0.3,6.2,Tennessee,4008,85,-15.57832857,-13.10010036,2.47822821,4.094517147,0.08683482,47.45165344,52.54834656
Madison,TX,78.19285548,20.56969414,4283,3349,881,78.74834562,20.49536774,5289,4165,1084,30.96694679,-95.93003775,13979,8649,5330,22.4,55.8,17.4,0.1,1.1,0.2,10426,44004,4196,17436,1473,15.4,18.5,28.6,23.2,19.7,14.9,13.6,76.3,12.6,0,7.3,0.6,3.3,23.4,4249,67.2,21.2,10.8,0.8,3.1,Texas,771,8,-57.62316134,-58.25297788,-0.629816543,5.515415981,0.0572287,61.8713785,38.1286215
Madison,VA,63.7150274,31.75656187,6934,4418,2202,65.19867142,33.18981425,8129,5300,2698,38.41531222,-78.28220331,13108,6369,6739,2.4,85,6.7,0,1.2,0,10223,52287,4596,29705,2577,9.8,7.6,32.2,17.3,24.9,13.2,12.3,79.1,11,0.3,2.2,2.3,5.1,30.5,6097,70.7,18.3,11,0,5.6,Virginia,149,3,-31.95846553,-32.00885718,-0.050391646,1.136710406,0.022886787,48.58864815,51.41135185
Madison,LA,40.7227388,57.98816568,4732,1927,2744,41.32762313,56.83083512,4670,1930,2654,32.36918118,-91.23973355,11616,5786,5830,2,34.1,63.5,0.1,0,0,8785,29424,3063,15134,1147,36.4,51.3,25.6,31.1,19.9,10.3,13.1,86.3,6.9,0.1,5.2,1,0.5,13,3767,72.3,22.7,4.9,0.2,12.3,Louisiana,898,9,17.26542688,15.50321199,-1.762214889,7.730716253,0.077479339,49.81060606,50.18939394
Magoffin,KY,74.74589523,22.90852228,5116,3824,1172,76.64340801,22.27322806,5446,4174,1213,37.70820545,-83.0657714,12783,6436,6347,1,99,0,0,0,0,9774,29578,3866,17279,1724,28.6,37.4,32.1,16.6,13.6,21.7,16.1,80.5,16.4,0.4,0.9,0.3,1.4,31.8,3718,71,27.2,1.8,0,10.3,Kentucky,221,0,-51.83737295,-54.37017995,-2.532807001,1.72885864,0,50.3481186,49.6518814
Mahaska,IA,70.55460263,24.83323804,10494,7404,2606,72.90220543,25.42834549,11381,8297,2894,41.33521503,-92.64083907,22301,11293,11008,2,93.8,1.5,0.2,1.3,0.1,16737,50568,1801,26575,1855,14.4,16.7,32.9,15.7,21.5,11.1,18.8,78.2,10.8,0.5,3.3,2.3,4.9,18.3,10897,80.7,11.5,7.3,0.5,5.6,Iowa,805,25,-45.72136459,-47.47385994,-1.752495353,3.609703601,0.112102596,50.6389848,49.3610152
Mahnomen,MN,47.78206365,44.84088717,2074,991,930,49.6309162,48.28484585,2303,1143,1112,47.32557075,-95.80921485,5500,2767,2733,3.8,46.2,0.3,40.5,0.5,0.3,3782,42439,2382,20720,804,22.7,34.2,27.3,28.9,19.1,14,10.8,75.6,10.8,1.4,4.4,0.7,7.1,20.6,2193,57.1,33.7,9,0.1,9.2,Minnesota,140,2,-2.941176471,-1.346070343,1.595106128,2.545454545,0.036363636,50.30909091,49.69090909
Mahoning,OH,46.80439966,49.80013649,112827,52808,56188,50.27323811,48.33869515,116565,58601,56346,41.01631101,-80.77287029,231857,112946,118911,5.6,76.5,14.7,0.2,0.8,0,182324,43251,939,25901,493,17.6,27.8,32,18.9,24.9,8.3,15.8,86.3,6.9,1.1,1.3,1.4,3.1,21.9,103418,82.6,12,5.2,0.2,8.2,Ohio,4243,287,2.995736836,-1.934542959,-4.930279795,1.830007289,0.123783194,48.71364677,51.28635323
Major,OK,86.49602824,9.120329509,3399,2940,310,88.95298529,9.229881742,3467,3084,320,36.31149996,-98.53467076,7730,3836,3894,9.2,85.5,0.3,1.7,0.6,0,5553,52056,2596,28294,2182,13.1,16.5,28.4,13.3,22.6,20,15.7,87.3,7.4,0,1.8,0.2,3.3,23,3343,76.1,12.7,10.4,0.8,4.6,Oklahoma,212,2,-77.37569873,-79.72310355,-2.347404813,2.742561449,0.025873221,49.62483829,50.37516171
Malheur,OR,71.76884422,22.24120603,9950,7141,2213,69.51857891,27.47790269,11653,8101,3202,43.1937027,-117.6227395,30421,16514,13907,33.1,61.7,0.9,0.7,1.6,0.1,20573,37112,2868,17567,877,25.2,36.8,26.5,22.1,18.6,15.8,17,75.7,11.3,0.3,4.7,2.5,5.6,18.9,10824,73.8,17.5,8.2,0.6,8.6,Oregon,2008,38,-49.52763819,-42.04067622,7.48696197,6.600703461,0.124913711,54.284869,45.715131
Manassas Park city,VA,33.21825853,61.71845033,5214,1732,3218,33.96475045,64.45396146,6071,2062,3913,,,16117,8482,7635,37.8,36,12.8,0.1,10.5,0,8752,79131,7001,29641,1767,10.3,16.5,36.7,15.4,24.4,14.3,9.2,70.9,16.6,6.1,0.1,1.3,5,37.3,8326,80.4,14.9,4.8,0,6,,0,0,28.50019179,30.489211,1.989019212,0,0,52.62766023,47.37233977
Manassas city,VA,39.01380671,55.19395135,15210,5934,8395,37.03528297,61.30712763,16892,6256,10356,,,41379,20675,20704,35,42.6,12.8,0.4,5.2,0.1,23918,77551,3453,30572,1080,8.8,13.9,33.7,20.1,23.6,14.1,8.5,77.2,12.8,3.7,1.6,0.9,4,34.1,21846,78.4,16.2,5.1,0.4,7.4,,0,0,16.18014464,24.27184466,8.091700019,0,0,49.96495807,50.03504193
Manatee,FL,56.95744478,39.80820184,178521,101681,71066,57.62014764,41.5563517,216879,124966,90127,27.47196942,-82.31831044,363542,175761,187781,15.9,71.9,8.6,0.2,1.9,0.1,269879,53408,1088,30477,584,13.4,22.8,33.1,20.7,26.9,9.7,9.6,79.7,8.7,0.8,1.4,1.8,7.5,25.4,150640,83.1,10.9,5.8,0.2,6.6,Florida,13753,330,-17.14924295,-16.06379594,1.085447005,3.783056703,0.090773556,48.346821,51.653179
Manistee,MI,54.88966503,39.52214637,12598,6915,4979,56.78313089,41.67462809,14654,8321,6107,44.33352407,-86.05626916,24432,12697,11735,2.9,89.4,2.8,1.6,0.4,0,19930,44882,2234,24398,931,14.7,23.7,29.4,24.6,22.5,9.8,13.8,80,10.1,0.8,3.4,2,3.7,20.8,9372,76.2,15.9,7.4,0.5,8,Michigan,171,3,-15.36751865,-15.1085028,0.259015856,0.699901768,0.012278978,51.96872954,48.03127046
Manitowoc,WI,58.09807207,36.41569353,39991,23234,14563,60.71516206,37.51589373,44829,27218,16818,44.11946801,-87.80928853,79680,39612,40068,3.7,91.2,0.7,0.4,2.6,0,61947,51053,1209,27777,624,10.2,14.3,28.2,17.1,20.5,9.8,24.5,84.3,7.2,0.4,2.5,1.8,3.8,18.7,41085,86,9,4.7,0.3,3.7,,0,0,-21.68237854,-23.19926833,-1.516889796,0,0,49.71385542,50.28614458
Marathon,WI,56.66022745,38.45517001,68849,39010,26476,58.141262,40.14019361,76751,44624,30808,44.89792533,-89.75863384,135293,68001,67292,2.7,89.1,0.7,0.3,5.7,0,101803,56509,1350,30151,684,10.3,14.8,34.1,14.1,24.4,8.8,18.6,82.8,8.3,0.4,2.3,1.2,5,19.5,71112,84.7,9.5,5.5,0.3,3.8,,0,0,-18.20505744,-18.00106839,0.203989055,0,0,50.2620239,49.7379761
Marengo,AL,47.7164779,51.21483376,10948,5224,5607,49.04429333,50.32163205,10882,5337,5476,32.24767634,-87.78796182,19743,9235,10508,0.4,45.1,54.1,0.1,0,0,15131,32255,3045,22996,3092,25.6,36.5,29.6,17.6,20.5,11.4,20.9,88,5.7,0,1.2,2.3,2.8,25.5,6645,77.6,17.1,4.5,0.8,12.8,Alabama,1072,24,3.498355864,1.277338724,-2.22101714,5.429772578,0.121562073,46.77607253,53.22392747
Maricopa,AZ,49.12624154,45.67971286,1201934,590465,549040,48.15180579,50.31654878,2063663,993691,1038364,33.34835867,-112.4918154,4155501,2055464,2100037,30.6,56.3,5.1,1.5,3.9,0.2,2778337,58580,350,30186,163,15.7,22.5,37.4,18.1,26.7,8.4,9.5,76.4,10.9,2.2,1.5,2.5,6.4,25.8,1929015,82.8,11.1,5.9,0.1,6,Arizona,161154,3632,-3.446528678,2.164742984,5.611271662,3.878088346,0.087402217,49.46368681,50.53631319
Maries,MO,79.12405514,17.65228991,4498,3559,794,81.4830331,17.05069124,4774,3890,814,38.16193985,-91.92249662,8959,4496,4463,2.5,95.8,0.4,0.9,0.2,0,7073,41715,3999,22087,1284,18.9,32.7,24.6,17.1,19.6,13.5,25.2,71.8,15.7,0.1,2.5,2.1,7.8,31,3705,74,18,8,0,7.7,Missouri,230,1,-61.47176523,-64.43234185,-2.960576623,2.567250809,0.01116196,50.18417234,49.81582766
Marin,CA,16.13119219,78.89462634,88115,14214,69518,15.60787056,82.56564844,151603,23662,125172,38.07122463,-122.7210631,260814,127423,133391,15.9,71.5,2.1,0.1,5.7,0.1,184739,104703,1763,66748,1603,8.1,9.7,53.8,14.4,21.4,5.7,4.6,65.3,8.1,9.8,3.7,2.4,10.7,31.7,130570,74.1,10.6,15,0.2,4.5,California,7167,127,62.76343415,66.95777788,4.194343732,2.74793531,0.048693705,48.85588964,51.14411036
Marinette,WI,65.04329546,31.2478102,19979,12995,6243,66.59993907,32.05535489,22979,15304,7366,45.38553432,-88.033246,40712,20459,20253,1.5,95.6,0.6,0.4,0.6,0,32622,44958,1772,25778,720,13.2,18.2,26.1,16.5,21.1,12.3,24,84.4,8.2,0.2,2.7,1.6,2.9,19.8,18850,81.2,11.3,7.1,0.3,5.7,,0,0,-33.79548526,-34.54458419,-0.749098926,0,0,50.25299666,49.74700334
Marion,AL,87.30638166,11.09045849,12912,11273,1432,88.42303786,10.56869288,13786,12190,1457,34.13697363,-87.88704173,30058,14880,15178,2.5,91.9,3.2,0.4,0.3,0,23525,35719,2063,21835,1411,17.6,24.1,25.6,16.4,23.7,11.6,22.8,85.3,10.1,0,0.5,1.6,2.4,23.2,11899,77.6,15.8,6.2,0.4,5.5,Alabama,1172,31,-76.21592317,-77.85434499,-1.638421815,3.899128352,0.103133941,49.5042917,50.4957083
Marion,AR,74.9041015,20.31572735,6778,5077,1377,77.08862452,20.39834247,7481,5767,1526,36.26844485,-92.68451899,16374,8050,8324,2.2,94.7,0.2,1,0.4,0,13400,36113,2636,19200,1117,19.5,30.9,26,21.7,21.1,11.5,19.7,80.8,12.6,0.2,1.8,0.1,4.5,22.1,5353,73.7,14.7,11.6,0,7.7,Arkansas,183,2,-54.58837415,-56.69028205,-2.101907896,1.117625504,0.012214486,49.16330768,50.83669232
Marion,FL,61.73023469,35.50906955,174485,107710,61958,62.46915028,36.57884577,204621,127825,74848,29.21227113,-82.05803627,343778,164984,178794,12.4,71.3,12.3,0.3,1.5,0,270592,41964,878,23598,499,17.6,28.7,28.5,22.6,28.7,10,10.2,80.4,9.6,0.4,1.6,1.6,6.4,25.4,120343,80,12.7,6.8,0.5,9,Florida,11048,351,-26.22116514,-25.89030451,0.330860629,3.213701866,0.102100774,47.99143633,52.00856367
Marion,GA,60.35186931,38.10870248,3183,1921,1213,62.77593819,36.17549669,3624,2275,1311,32.3483402,-84.52733571,8558,4207,4351,1.7,59.2,35.7,0,0.7,0.5,6543,39015,5043,20154,2352,23.1,36,28.5,13.5,20.9,18.5,18.6,82.6,9.5,1.2,0,3.6,3.2,32.3,3413,64.8,27.6,7.7,0,10,Georgia,230,9,-22.24316682,-26.6004415,-4.357274677,2.687543819,0.105164758,49.15868194,50.84131806
Marion,IA,62.3219779,31.15529224,17554,10940,5469,65.86355831,32.1069886,19217,12657,6170,41.33445101,-93.09934783,33127,16341,16786,1.9,94.8,0.6,0.3,1.1,0,24991,57917,2942,27815,1117,9.3,10,35.8,16.2,20.2,7.9,19.9,77.4,9.9,0.4,5.7,1.5,5.2,19,17090,83.2,11.4,5.4,0,3.6,Iowa,1179,12,-31.16668566,-33.7565697,-2.589884048,3.559030398,0.036224228,49.32834244,50.67165756
Marion,IL,70.34337349,25.48795181,16600,11677,4231,72.84768212,25.53735332,17214,12540,4396,38.64963204,-88.91899208,38305,18781,19524,1.9,91.5,3.4,0.2,0.7,0,29331,44679,2207,24112,705,17.8,30.5,26.2,22.4,19.6,8.5,23.3,85,9.3,0.5,2.1,0.8,2.3,20.4,16958,79.6,15.4,4.9,0.1,8.7,Illinois,1238,25,-44.85542169,-47.3103288,-2.454907115,3.231954053,0.065265631,49.03015272,50.96984728
Marion,IN,36.06724458,58.90159803,361070,130228,212676,34.31513428,63.33551056,390405,133968,247265,39.78163624,-86.13826325,939964,452538,487426,10.1,56.7,27.2,0.2,2.9,0,653701,44869,575,26284,368,19.8,29.6,34.9,17.7,25,7.5,14.9,82.5,9.1,1.9,1.8,1.5,3.2,23.3,450798,85.8,9.9,4.1,0.1,8,Indiana,28276,797,22.83435345,29.02037628,6.186022826,3.008200314,0.084790481,48.14418425,51.85581575
Marion,KS,71.87557182,21.53705398,5465,3928,1177,73.32886581,24.50996817,5969,4377,1463,38.35855394,-97.0985251,12087,5997,6090,3.3,93.2,0.7,0.1,0.3,0,9428,50212,2917,25620,1190,10.7,11.6,30.6,15.4,21.5,11.9,20.7,78.1,9.3,0,6.2,1,5.4,20,5697,75.6,14.7,9.1,0.6,3.9,Kansas,210,1,-50.33851784,-48.81889764,1.519620203,1.737403822,0.008273352,49.61528915,50.38471085
Marion,KY,63.16438525,33.03736589,8109,5122,2679,68.46998208,30.48835125,8928,6113,2722,37.55218078,-85.26898542,19335,9799,9536,2.5,87.7,8.5,0,0.3,0,14385,40005,4274,21823,1643,18.4,24,27.6,19.1,14.9,9.2,29.2,80.5,11.4,0.4,3.1,0.6,4,20.4,7891,73.1,16.8,9.9,0.3,9.4,Kentucky,552,10,-30.12701936,-37.98163082,-7.854611463,2.854926299,0.051719679,50.68011378,49.31988622
Marion,MO,72.99643466,23.19795381,12902,9418,2993,74.12116679,23.94166043,13370,9910,3201,39.80601912,-91.62203062,28703,13841,14862,1.6,90.2,4.9,0.2,0.7,0.1,21827,44098,2536,22662,1039,18.4,24.8,30.3,18.6,20.6,12.3,18.2,83.8,7.3,0.4,3.1,1.3,4.2,18.6,13150,79.9,13.4,6.6,0.1,6.5,Missouri,1065,14,-49.79848086,-50.17950636,-0.381025502,3.710413546,0.048775389,48.22144027,51.77855973
Marion,MS,67.26382942,31.21559032,11443,7697,3572,68.64526371,30.17286999,11338,7783,3421,31.23132643,-89.8209217,25466,12421,13045,1.5,65,32.1,0.3,0.3,0.1,19229,30998,2383,19610,1168,25.9,36.1,28.2,15.7,24.4,17.4,14.3,82.3,8.4,0.5,0.6,4.5,3.7,30.8,9171,80.7,12.2,6.3,0.8,8.3,Mississippi,984,45,-36.0482391,-38.47239372,-2.424154622,3.863975497,0.176706196,48.77483704,51.22516296
Marion,OH,64.57813475,30.20898316,25648,16563,7748,68.29609968,29.8200988,27126,18526,8089,40.58610662,-83.15736305,65483,34853,30630,2.5,88.7,5.2,0.1,0.5,0,51184,44708,1991,22579,854,16.6,23.9,28,17.5,20.4,8.9,25.3,83.9,10,0.9,1.5,1.3,2.4,22,25920,81.6,13.3,4.9,0.2,7.9,Ohio,3624,50,-34.36915159,-38.47600088,-4.106849294,5.534260801,0.076355695,53.22450102,46.77549898
Marion,OR,49.03794087,44.04443883,110804,54336,48803,47.77406857,48.81819732,164156,78424,80138,44.90287942,-122.5815117,330453,164623,165830,26,66.3,1,0.5,2,0.8,220420,53828,1048,24791,442,15.9,23.2,30.5,18.8,24.3,12.9,13.5,75.2,13.5,1.9,3,1.8,4.6,23.2,146632,77.2,17.2,5.4,0.2,6.8,Oregon,6375,114,-4.99350204,1.044128756,6.037630795,1.929169958,0.034498098,49.81737191,50.18262809
Marion,SC,38.22184708,59.94232257,14217,5434,8522,38.83977149,60.33732318,14704,5711,8872,34.07859748,-79.36400756,31765,14675,17090,2.7,38.8,56.6,0.5,0.7,0,23776,31129,2196,18556,1849,26.5,42.9,25.7,21,22.1,9.4,21.8,80.4,15.6,1,0.7,0.4,1.9,30.3,11778,78.4,17.4,4,0.2,10.7,South Carolina,1187,45,21.72047549,21.49755169,-0.2229238,3.736817252,0.141665355,46.19864631,53.80135369
Marion,TN,70.90103397,26.11706056,10832,7680,2829,74.77279612,23.97000909,13204,9873,3165,35.12997174,-85.62265895,28355,13830,14525,1.7,92.1,1.9,0.3,0.4,0,22136,45366,3152,23807,1227,18.1,25.7,28,13.2,24.9,14,20,84.9,7.7,0.1,2.6,0.4,4.3,28.1,11940,78.7,14.2,7,0,6,Tennessee,855,14,-44.78397341,-50.80278703,-6.018813622,3.01534121,0.049374008,48.77446658,51.22553342
Marion,TX,70.5658583,27.48454589,4206,2968,1156,71.40792733,27.47729149,4844,3459,1331,32.79868409,-94.3566123,10140,5025,5115,3.9,70.9,23.7,0.3,0,0.2,8169,36938,3112,25933,3074,22.3,37.9,28.7,19.1,21.8,13,17.4,83.7,7.9,0,1.1,2,5.3,31.4,3635,73.3,16.4,10.1,0.2,10.7,Texas,174,14,-43.08131241,-43.93063584,-0.849323427,1.715976331,0.138067061,49.55621302,50.44378698
Marion,WV,63.69271061,30.23134003,22910,14592,6926,63.19299062,34.50802512,25794,16300,8901,39.50984542,-80.24244659,56575,27818,28757,1.2,92.9,3.6,0.1,0.7,0,44838,48158,1899,25205,684,16.1,21.9,34,19.1,22,12.8,12.1,83.6,8.4,0.6,2.8,0.5,4,23.8,25174,79.3,16.5,4.1,0.1,5.5,West Virginia,433,5,-33.46137058,-28.6849655,4.776405085,0.765355722,0.008837826,49.17012815,50.82987185
Mariposa,CA,58.77467665,34.96255956,7345,4317,2568,57.87937743,39.76653696,10280,5950,4088,37.57978556,-119.9073334,17658,8863,8795,10.6,81,1.2,2.4,1,0.3,14129,51385,3637,28241,1665,15.1,17.5,30.5,32.7,20.6,8,8.2,62.1,12.9,2.4,9.5,3.9,9.2,30.9,7009,62.4,26.5,10.3,0.7,10,California,81,2,-23.81211709,-18.11284047,5.69927662,0.458715596,0.011326311,50.19254729,49.80745271
Marlboro,SC,41.11851637,57.25876558,10353,4257,5928,44.06779661,54.95369561,11446,5044,6290,34.59905577,-79.67561152,27505,14565,12940,3.3,39.2,50.2,3.3,0.3,0,21406,33921,1434,16561,1026,26.6,39.1,23.2,17.5,21.1,9.5,28.7,83.7,12.9,0.4,0.9,0.3,1.8,25.2,9731,77.3,17.2,5.5,0,14.6,South Carolina,1173,14,16.1402492,10.885899,-5.254350199,4.264679149,0.050899836,52.95400836,47.04599164
Marquette,MI,44.52077697,48.76432501,32897,14646,16042,43.48104645,54.63160705,37460,16288,20465,46.4338914,-87.64043701,67145,33898,33247,1.4,92.4,1.6,0.8,0.9,0,54460,48491,1702,25550,825,16.4,16.2,32.5,22.9,23.4,11.3,9.9,80.2,8.7,0.6,5.7,1.5,3.4,17.6,29746,80.7,14.6,4.5,0.1,6.3,Michigan,1348,18,4.243548044,11.1505606,6.907012554,2.007595502,0.026807655,50.48477176,49.51522824
