county,state_code,percentage16_Donald_Trump,percentage16_Hillary_Clinton,total_votes16,votes16_Donald_Trump,votes16_Hillary_Clinton,percentage20_Donald_Trump,percentage20_Joe_Biden,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,lat,long,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,state,cases,deaths,dem_16_margin,dem_20_margin,dem_margin_shift,cases_rate,deaths_rate,men_percent,women_percent
Livingston,IL,67.54769475,26.53020668,15096,10197,4005,71.1713297,26.79336031,17049,12134,4568,40.89188292,-88.55784752,36812,18890,17922,4.4,89.2,4,0,0.7,0,28367,54339,2539,27318,1033,13.3,19.4,26.6,18.7,22.8,11.5,20.6,81.5,9,0.2,3.9,2.2,3.2,19.8,16084,79.5,14.1,6.2,0.1,5.5,Illinois,803,12,-41.01748808,-44.37796938,-3.360481306,2.181353906,0.032598066,51.31478866,48.68521134
Livingston,KY,76.88994185,19.10402757,4643,3570,887,80.15190885,18.76873876,5003,4010,939,37.21137452,-88.34797529,9288,4587,4701,1.7,95.8,0.2,0.2,0.2,0,7357,43472,4463,24464,2250,16.2,22.1,21.8,15.1,20.7,23,19.4,85.8,7.8,0.4,0.5,1.5,4.1,25.2,4022,78.3,15.7,5.9,0,5.9,Kentucky,141,1,-57.78591428,-61.3831701,-3.597255818,1.518087855,0.010766581,49.38630491,50.61369509
Livingston,MI,62.1963117,32.56201635,105577,65665,34378,60.53695286,37.91856058,127162,76980,48218,42.60302282,-83.91297209,186946,93729,93217,2.3,94.6,0.6,0.2,0.9,0.1,142636,78430,1082,36845,564,5.9,7.3,40,14.7,24.9,9.1,11.3,87.3,6.4,0.3,0.9,0.8,4.4,32.4,94735,85,9.5,5.4,0.1,4.6,Michigan,2487,35,-29.63429535,-22.61839229,7.015903061,1.330330684,0.018721984,50.13693794,49.86306206
Livingston,MO,76.139201,19.74094881,6408,4879,1265,77.95706884,20.85862324,6755,5266,1409,39.78110272,-93.54645978,15025,6805,8220,1.7,93,2.8,0.6,0.5,0.2,11722,45929,2964,22248,1002,17.9,26.1,29.5,22.3,23.9,9.7,14.7,81.5,9.6,0.4,2.7,1.2,4.6,18.7,6637,72.4,19.3,8.2,0.1,3.4,Missouri,591,9,-56.39825218,-57.0984456,-0.700193411,3.93344426,0.059900166,45.29118136,54.70881864
Livingston,NY,61.2537066,33.4087938,31363,19211,10478,62.94383473,34.74727528,26333,16575,9150,42.72596275,-77.77966158,64373,32269,32104,3.4,91,2.5,0.1,1.4,0,51422,53654,1681,25882,690,14.6,18.1,34.4,19,20.9,11.6,14.1,81.2,7.2,0.5,6.2,1.5,3.4,25.5,29390,74.5,19.9,5.1,0.5,4.8,New York,359,8,-27.8449128,-28.19655945,-0.351646655,0.557687229,0.012427571,50.12815932,49.87184068
Livingston,LA,84.57019064,12.04506066,57700,48797,6950,84.1284685,14.17905872,65230,54877,9249,30.44143993,-90.73061664,137096,67159,69937,3.5,88.4,5.9,0.2,0.5,0,99751,60456,2138,27280,880,13.2,16.8,30.4,16.1,24.3,15,14.2,87.9,8.2,0.1,0.4,0.7,2.7,33.8,61986,80.3,15.3,4.3,0.1,5.8,Louisiana,4295,80,-72.52512998,-69.94940978,2.575720202,3.132841221,0.058353271,48.98684134,51.01315866
Llano,TX,79.82075744,17.58697119,10377,8283,1825,75.28242205,23.85148366,13278,9996,3167,30.70645047,-98.68475262,20195,9848,10347,9.8,87.1,0.7,0.1,0.4,0,16826,50524,4101,35680,2754,12.5,19.9,31.3,21.1,25.3,14.2,8.1,72.1,15,0,2.6,1,9.4,24.4,7660,73.2,12.2,14.2,0.3,8.3,Texas,194,3,-62.23378626,-51.43093839,10.80284786,0.96063382,0.014855162,48.76454568,51.23545432
Logan,AR,72.53761537,21.64622582,7909,5737,1712,78.30211627,18.77888592,8222,6438,1544,35.21413234,-93.71951016,21802,10764,11038,2.9,90.8,2.1,1.1,1.3,0,16641,37982,2324,19708,1124,20.2,29.7,27.5,19.6,18.7,12.9,21.3,81.5,10.4,0.5,1.5,0.8,5.3,25.6,8339,72.2,19.2,8.5,0.1,8.1,Arkansas,617,5,-50.89138956,-59.52323036,-8.631840801,2.830015595,0.022933676,49.37161728,50.62838272
Logan,CO,74.95361781,18.99608328,9702,7272,1843,76.71693401,21.14110076,10411,7987,2201,40.7249637,-103.110817,21885,11723,10162,15.5,78.1,1.1,0.7,1,0,16575,44876,5064,24595,1608,16.8,23.6,29.1,21.4,20.8,15.7,13,75.7,12,0.5,5.8,0.7,5.3,19.2,10390,71,19.4,9.4,0.2,6.2,Colorado,1387,13,-55.95753453,-55.57583325,0.381701276,6.337674206,0.059401416,53.56636966,46.43363034
Logan,IL,67.32893652,27.2135202,12130,8167,3301,68.93344515,28.73370435,13117,9042,3769,40.12581572,-89.36638784,29488,14420,15068,3.4,86.5,6.7,0.1,0.8,0,23661,58271,2629,26479,951,9.2,13.7,30.3,18.7,24.2,9.6,17.3,80.6,10.9,0.6,2.8,0.8,4.4,21.5,12625,77,15.2,7.4,0.3,5.6,Illinois,705,4,-40.11541632,-40.19974079,-0.084324471,2.390803039,0.01356484,48.90124797,51.09875203
Logan,KS,83.38278932,11.05341246,1348,1124,149,85.66457898,12.87404315,1437,1231,185,38.91735806,-101.148475,2790,1396,1394,5.6,90.6,0,0.4,0,0,2107,49926,4604,28549,2979,8.9,7.1,34,12.7,23.2,15,14.9,76.1,11.2,0,4.2,0.6,7.9,13.1,1398,60.7,24.8,14.4,0.1,3,Kansas,142,0,-72.32937685,-72.79053584,-0.461158984,5.089605735,0,50.03584229,49.96415771
Logan,KY,71.36434535,25.2775484,10899,7778,2755,73.44079054,25.06074842,12346,9067,3094,36.85949479,-86.877635,26847,13131,13716,2.7,88.8,6.3,0.2,0.1,0,20345,40982,2624,21465,1367,17.4,19.8,27,15.3,20.5,13.3,23.8,87.4,7.6,0.1,1.3,1,2.6,23.3,10724,79.7,12.3,7.7,0.4,6.2,Kentucky,847,31,-46.08679695,-48.38004212,-2.293245165,3.154914888,0.11546914,48.91049279,51.08950721
Logan,ND,84.17475728,10.87378641,1030,867,112,86.43122677,11.89591078,1076,930,128,46.45729487,-99.47719806,1932,993,939,1.6,96.3,0.1,0.3,0.3,0,1554,57379,4488,31952,2481,7.5,2.2,39.7,18,14.2,17.5,10.7,58.2,8.5,0,15.6,1,16.7,14.4,1030,57,10.7,30.5,1.8,1.7,North Dakota,133,3,-73.30097087,-74.53531599,-1.234345111,6.884057971,0.155279503,51.39751553,48.60248447
Logan,NE,88.69179601,7.095343681,451,400,32,90.44444444,8.444444444,450,407,38,41.56650314,-100.4817851,919,471,448,2.9,93.9,0.7,0.2,0,0,644,50278,12533,24624,2408,9.7,12.2,28,12.9,18.2,24.4,16.4,66.4,10.3,0,7.1,0.5,15.8,27.8,450,74.4,9.6,14.9,1.1,1.1,Nebraska,13,0,-81.59645233,-82,-0.403547672,1.414581066,0,51.25136017,48.74863983
Logan,OH,74.19431618,21.59756272,21007,15586,4537,76.68044377,21.70981075,22985,17625,4990,40.38996525,-83.76784341,45323,22419,22904,1.5,93.7,1.6,0.2,0.7,0,34284,53051,1732,26525,971,13.7,21.8,27.4,12.5,19.7,8.9,31.6,80.4,12,0.2,1.3,1,5.1,22,21218,83.7,8.9,7.2,0.1,5.8,Ohio,583,3,-52.59675346,-54.97063302,-2.373879558,1.286322618,0.006619156,49.46495157,50.53504843
Logan,OK,71.84399409,22.37175427,18948,13613,4239,72.34634282,25.28506536,21574,15608,5455,35.91899576,-97.44352845,45326,22593,22733,5.7,77.8,8.6,3.5,0.5,0.1,33857,59133,4642,28265,1437,13.2,16.2,35,18.5,22.3,13.4,10.8,81.9,8,0.5,2.1,1.1,6.3,28.5,20909,73.7,19.2,6.9,0.2,4.8,Oklahoma,913,2,-49.47223981,-47.06127746,2.410962351,2.01429643,0.004412478,49.84556325,50.15443675
Logan,WV,80.1136825,16.90621194,12315,9866,2082,80.86903117,17.91033318,13026,10534,2333,37.8299889,-81.93528571,34428,16994,17434,0.8,96,1.6,0.3,0.4,0,27256,37859,3152,21074,1230,22.5,28.8,27.4,18.7,24.9,16.4,12.5,82.1,12.2,0,4,0.2,1.6,25.1,10678,77.9,18.6,3.2,0.3,12.8,West Virginia,807,46,-63.20747056,-62.95869799,0.248772576,2.344022307,0.133612176,49.36098524,50.63901476
Long,GA,63.83548309,33.0007301,4109,2623,1356,62.37623762,35.94413013,5656,3528,2033,31.75218791,-81.74952375,17857,8746,9111,11.4,58.5,23.9,0.2,0.9,0.2,11891,53083,4971,20321,1649,20,27.6,29,18.6,21.3,13.1,18.1,79,13.8,0.1,0.8,4.8,1.4,30.2,5999,65,27.4,7.5,0,17.2,Georgia,298,4,-30.83475298,-26.4321075,4.402645485,1.668813351,0.022400179,48.97799182,51.02200818
Lonoke,AR,73.69200578,20.87606917,27007,19902,5638,74.63796477,21.80039139,30660,22884,6684,34.75392199,-91.88742357,71568,35222,36346,4.3,86.5,6,0.5,0.7,0.1,52084,57290,2075,25184,685,12.3,17.3,34.6,16.6,23.4,11.7,13.7,86.9,7.7,0.2,2,0.7,2.6,27.3,32577,76.8,18.1,4.9,0.2,4.8,Arkansas,1898,34,-52.81593661,-52.83757339,-0.021636776,2.652023251,0.047507266,49.21473284,50.78526716
Lorain,OH,47.81857831,47.53464955,136654,65346,64958,50.47701134,47.89325473,151988,76719,72792,41.29553751,-82.15083537,305405,150419,154986,9.5,78.9,7.8,0.2,1,0,233036,54987,963,28555,444,13.7,21.2,33.6,17.9,24.1,8.5,16,83.9,7.5,0.6,2.4,2.2,3.3,24.2,140834,83.5,12.2,4.1,0.1,7,Ohio,3239,91,-0.283928754,-2.583756612,-2.299827858,1.06055893,0.0297965,49.25230432,50.74769568
Los Alamos,NM,31.06569616,50.79320642,10716,3329,5443,34.80029285,61.44960547,12293,4278,7554,35.86631386,-106.3134985,18031,9135,8896,17.2,72.9,0.3,1,6,0,13223,110190,6543,52125,2359,5.1,5.4,67.7,12.6,13,4.2,2.5,76.5,9.9,3.3,3.9,3.6,2.9,15.7,9122,61.6,34.3,3.8,0.3,3.7,New Mexico,53,0,19.72751027,26.64931262,6.921802352,0.293938218,0,50.66274749,49.33725251
Los Angeles,CA,23.44539867,71.49651619,2314275,542591,1654626,26.74198259,71.19910046,4139895,1107090,2947568,34.30828379,-118.2282411,10105722,4979641,5126081,48.4,26.5,7.9,0.2,14.3,0.2,6218279,61015,262,30798,129,17,24,36.4,19,24.1,7.6,12.8,73.7,9.6,6.3,2.7,2.3,5.3,30.9,4805817,79.3,11.2,9.3,0.2,7.8,California,311745,7097,48.05111752,44.45711787,-3.593999647,3.084836492,0.07022754,49.27545998,50.72454002
Loudon,TN,75.47202197,21.09509097,23304,17588,4916,73.81787234,23.60170213,29375,21684,6933,35.73939663,-84.31145275,51024,24934,26090,8.2,88.4,1.3,0.1,0.6,0,38403,55431,1837,30177,1892,13.7,25,27.4,19.8,22.8,11.5,18.5,83.7,9.7,0.2,0.7,1,4.8,23.4,20363,78.1,13.4,8.4,0.1,6.6,Tennessee,1742,13,-54.376931,-50.21617021,4.160760786,3.414079649,0.025478206,48.86719975,51.13280025
Loudoun,VA,38.62813081,55.42340443,180265,69633,99909,36.71214988,61.88399769,223599,82088,138372,39.08990083,-77.63481877,374558,185575,188983,13.5,57.7,7.2,0.2,17.1,0.1,231130,129588,2111,50456,581,3.7,3.6,57.3,13.2,19.9,4.5,5.1,77.2,9.2,3.7,1.7,1.1,7,33.7,201528,78.7,16.8,4.4,0.1,3.8,Virginia,8105,132,16.79527362,25.17184782,8.376574192,2.163883831,0.035241538,49.54506378,50.45493622
Louisa,IA,61.90572527,33.23892373,4943,3060,1643,65.71535862,32.40705971,5326,3500,1726,41.21842119,-91.26102611,11238,5743,5495,15.8,78.6,1,0.3,3.9,0,7884,54393,4017,27234,1595,11,13.8,23.5,15.2,18.5,13,29.7,79,12.7,0.1,1.1,1.8,5.3,24.3,5561,82.5,10.7,6.8,0,4.1,Iowa,565,15,-28.66680154,-33.30829891,-4.641497373,5.02758498,0.133475707,51.10339918,48.89660082
Louisa,VA,60.0159936,35.46010167,17507,10507,6208,60.81983713,37.83054259,21858,13294,8269,37.97850256,-77.96274807,34813,17007,17806,2.6,77.4,15.1,0.4,0.6,0,27103,56946,4745,30237,2017,11.8,15.5,35,16.5,23.9,11.9,12.7,80.4,11.4,0.6,0.9,1.1,5.6,36.3,16325,73.2,18.1,7.9,0.8,7.7,Virginia,415,8,-24.55589193,-22.98929454,1.566597391,1.192083417,0.022979921,48.85244018,51.14755982
Loup,NE,84.55497382,12.56544503,382,323,48,81.49779736,16.51982379,454,370,75,41.91371961,-99.45440415,537,260,277,0,99.6,0,0.4,0,0,433,58625,6306,29248,2798,8.9,9.6,49.5,10.8,10.5,15.6,13.6,57.3,4.1,0,4.9,0.7,33,26.7,295,43.7,17.6,38,0.7,0.7,Nebraska,8,0,-71.9895288,-64.97797357,7.011555228,1.489757914,0,48.41713222,51.58286778
Love,OK,77.10588857,19.40850277,3787,2920,735,81.08439647,17.44357213,4076,3305,711,33.95273467,-97.23906784,9843,4850,4993,14.9,72.1,1.9,6,0.8,0,7060,49409,5797,20965,1195,12.2,15.9,24.2,22.9,23.4,11.6,18,78.1,12,0.4,2.2,1.4,5.8,23.1,3982,77.5,15.8,6.6,0.1,3.9,Oklahoma,301,1,-57.69738579,-63.64082434,-5.943438544,3.058010769,0.010159504,49.27359545,50.72640455
Loving,TX,89.0625,6.25,64,57,4,90.90909091,6.060606061,66,60,4,31.84947612,-103.5818571,74,39,35,16.2,74.3,0,5.4,0,0,59,80938,32455,35530,10371,17.1,0,33.3,0,12.8,5.1,48.7,71.8,12.8,0,7.7,0,7.7,22.4,39,53.8,28.2,17.9,0,0,Texas,0,0,-82.8125,-84.84848485,-2.035984848,0,0,52.7027027,47.2972973
Lowndes,AL,26.22828041,73.12762133,6676,1751,4882,26.86676428,72.73792094,6830,1835,4968,32.1597283,-86.65158371,10362,4896,5466,0.7,24.3,74.4,0.1,0,0,7973,29785,4076,18976,2109,30.2,48.4,23,17.4,21.6,11.5,26.5,84.4,11.1,0.4,0.3,1.9,1.8,30.3,3533,79.3,16.4,3.4,0.9,11.2,Alabama,734,29,46.89934092,45.87115666,-1.028184261,7.083574599,0.279868751,47.24956572,52.75043428
Lowndes,GA,57.88172656,39.6979328,36813,21308,14614,55.42228454,43.39769173,46355,25691,20117,30.83568832,-83.27056716,113941,55796,58145,5.4,54.5,36.1,0.2,1.9,0,83763,39911,1705,21199,992,25,30.6,30.9,20,28.4,8.8,11.8,85.3,8.8,0.4,1.7,1.2,2.6,19.2,46445,77.2,18.5,4.1,0.2,9.2,Georgia,5345,118,-18.18379377,-12.02459282,6.159200952,4.691024302,0.10356237,48.96920336,51.03079664
Lowndes,MS,52.20573611,45.9246589,25139,13124,11545,50.75019449,47.83832846,26993,13699,12913,33.47386518,-88.4419153,59558,28531,31027,2,52.2,43.5,0.2,1,0,44666,43198,2630,23141,918,21.1,31.9,29.6,17.1,24.2,9.6,19.5,87.4,7.5,0,0.7,1.6,2.8,20.8,24054,78.2,17.6,4.1,0.2,11.4,Mississippi,1878,62,-6.281077211,-2.911866039,3.369211171,3.153228785,0.104100205,47.90456362,52.09543638
Lubbock,TX,66.86314501,28.50907608,98060,65566,27956,65.35556221,33.0746065,120204,78560,39757,33.61008596,-101.8204789,298042,147080,150962,34.5,54.5,6.9,0.4,2.1,0.1,216218,49078,1138,26196,499,18.8,21.4,35,19.9,25.3,9.9,9.8,81.2,12.3,0.9,1.9,1.2,2.5,17.3,145154,78.1,16.1,5.7,0.1,4.8,Texas,20328,201,-38.35406894,-32.28095571,6.073113229,6.820515229,0.067440159,49.34874951,50.65125049
Lucas,IA,66.86060042,28.76425413,4297,2873,1236,70.99352052,27.73218143,4630,3287,1284,41.02958964,-93.32780803,8600,4343,4257,0.1,99.1,0.1,0,0,0,6479,47325,3761,27234,1942,9.9,10.3,26.9,16.5,28.5,11.9,16.2,86.2,7.1,0,1.1,0.7,4.9,19.8,4076,74,15.6,10.4,0,4.2,Iowa,226,6,-38.09634629,-43.26133909,-5.164992805,2.627906977,0.069767442,50.5,49.5
Lucas,OH,38.65841698,56.01041297,191684,74102,107363,40.85959709,57.46503012,194882,79628,111989,41.62101218,-83.65468618,433404,210162,223242,6.8,69.4,18.7,0.2,1.7,0,325814,44820,790,27111,488,19.8,28.1,33.7,19.4,23,7,16.9,84.3,7.8,1.6,2.1,1.3,2.9,20.6,197953,83.8,11.3,4.8,0.1,8.5,Ohio,9360,388,17.35199599,16.60543303,-0.746562962,2.159647811,0.089523862,48.49101531,51.50898469
Luce,MI,68.16770186,26.4363354,2576,1756,681,68.01031925,27.15253144,3101,2109,842,46.47227431,-85.54471223,6406,3753,2653,3.2,78.2,6.4,6.3,0.2,0,5276,41221,2374,19442,1386,19.4,36.3,29.5,25.9,23.4,8.4,12.9,76.4,12.8,0,4,1.9,4.9,13.6,2064,72.9,23.4,3.4,0.3,11.8,Michigan,86,0,-41.73136646,-40.85778781,0.873578649,1.342491414,0,58.58570091,41.41429909
Lumpkin,GA,78.00227199,17.98117494,12324,9613,2216,78.31433906,20.12748696,15531,12163,3126,34.57286511,-84.00425681,31567,15502,16065,4.7,90.8,2.1,0.7,0.4,0,25045,43039,2966,23364,2071,20.1,18.8,28.8,20.8,24.1,11,15.3,85.2,7.1,0.2,3.2,0.9,3.5,28.7,14549,74.1,17.7,7.7,0.5,6,Georgia,1087,18,-60.02109705,-58.1868521,1.834244944,3.443469446,0.057021573,49.10824595,50.89175405
Luna,NM,47.67649075,43.79712132,7295,3478,3195,54.38055281,43.99062192,8104,4407,3565,32.18179341,-107.7508826,24319,12057,12262,65.9,31,1.2,0.8,0.5,0,14774,27602,1859,16622,1191,31.8,42.5,21.7,24.1,21.9,15.6,16.7,79.2,11.6,0.8,2.3,1.6,4.5,17.8,7895,73,19.3,7.6,0,11.4,New Mexico,1215,12,-3.879369431,-10.3899309,-6.510561467,4.996093589,0.049344134,49.57851885,50.42148115
Lunenburg,VA,57.48610364,39.91393222,5577,3206,2226,59.39052666,39.96356409,6038,3586,2413,36.94618528,-78.24133319,12369,6367,6002,4.3,59.9,30.8,0.1,3.2,0,9789,39537,3382,18555,1071,18.6,27.9,23.1,21.2,19.8,15.7,20.2,77.9,10.2,0.8,1.4,4.9,4.8,29.1,4694,70.4,23.1,5.9,0.6,4.5,Virginia,156,4,-17.57217142,-19.42696257,-1.854791152,1.26121756,0.032338912,51.47546285,48.52453715
Luzerne,PA,58.3947985,38.76562371,132731,77508,51454,56.76445194,42.24693034,151727,86127,64100,41.17823008,-75.98447579,318222,156922,161300,10.1,83.8,3.5,0.1,1.2,0,246670,49290,817,26809,371,15.2,26.1,31,17.8,25.9,7.9,17.3,81.6,10.4,1.1,2.8,0.8,3.3,22.1,148463,84.2,11.1,4.5,0.2,7,Pennsylvania,5727,209,-19.6291748,-14.5175216,5.111653196,1.799687011,0.06567742,49.31211544,50.68788456
Lycoming,PA,70.53525271,25.70087883,50294,35475,12926,69.97348913,28.64017832,59221,41439,16961,41.34310539,-77.06629984,115398,56644,58754,1.9,90.7,4.8,0.1,0.6,0,90774,50634,1359,26265,533,14,21.2,30.4,19.9,24.1,9.2,16.5,82.5,8.4,1.3,3.2,1.5,3.1,20.2,53885,83.9,10.8,5.1,0.2,6.2,Pennsylvania,1022,32,-44.83437388,-41.33331082,3.501063063,0.8856306,0.027730117,49.08577272,50.91422728
Lyman,SD,68.75439831,25.96762843,1421,977,369,65.24733876,32.87413901,1597,1042,525,43.89522709,-99.85201878,3882,2024,1858,2.2,56.4,0.1,39.6,0.5,0.1,2782,47113,4914,21155,1338,21.7,31.6,35.9,16.5,23.5,14.9,9.2,75.5,12.2,0.6,5.2,0.3,6.1,11.8,1756,51.8,37.1,10.8,0.3,6.3,South Dakota,296,6,-42.78676988,-32.37319975,10.41357013,7.6249356,0.154559505,52.13807316,47.86192684
Lynchburg city,VA,50.86141051,41.83145209,35349,17979,14787,47.48902839,50.1305483,36002,17097,18048,,,79237,37166,42071,3.7,62.7,28.3,0.2,2.7,0,61176,41971,1414,22439,943,22.3,29.3,37.9,22.4,21.9,6.7,11.1,74.6,11.3,3.3,5,2.2,3.7,17.4,35605,83.6,12,4.3,0.1,7.4,,0,0,-9.029958415,2.641519916,11.67147833,0,0,46.90485506,53.09514494
Lynn,TX,77.41612419,20.18027041,1997,1546,403,80.81116441,18.66550371,2293,1853,428,33.17657705,-101.8162849,5785,2957,2828,47.2,49.3,1.3,0.5,0.3,0,4001,44922,3955,26758,2557,18,26.9,31.1,14.3,24.7,19.8,10.1,76,18.4,0.1,2.8,0,2.7,19.1,2419,74.8,16.1,8.8,0.3,8.1,Texas,213,6,-57.23585378,-62.14566071,-4.909806926,3.681936041,0.103716508,51.11495246,48.88504754
Lyon,IA,81.88131313,14.47285354,6336,5188,917,83.2895505,15.57209574,6852,5707,1067,43.38107862,-96.20926845,11745,6011,5734,2.5,96.1,0.1,0.2,0.2,0.1,8322,62012,2497,28356,1285,4.9,5.6,37.7,15.6,19.3,13,14.5,79.3,7.6,0.1,5.3,0.5,7.2,16.2,6004,74.2,12.3,12.9,0.6,2.4,Iowa,607,8,-67.4084596,-67.71745476,-0.308995162,5.168156662,0.068114091,51.1792252,48.8207748
Lyon,KS,54.09961686,37.93954874,11745,6354,4456,54.18440758,43.15078549,13622,7381,5878,38.45576156,-96.15275715,33302,16165,17137,20.9,71.6,2.1,0.2,2,0,23641,42992,2717,24307,1611,18.6,20,30.9,18.5,19.8,11,19.8,78,12.5,0.6,3.8,1.5,3.6,17,17399,74.1,20.2,5.6,0.1,5.8,Kansas,1442,41,-16.16006811,-11.03362208,5.126446032,4.330070266,0.123115729,48.54062819,51.45937181
Lyon,KY,70.41151224,26.38222671,3961,2789,1045,73.32071902,25.82781457,4228,3100,1092,37.02080035,-88.07886257,8268,4581,3687,1.2,91,5.3,0.5,0.5,0,6998,50268,4267,27098,2749,14.1,20.6,25.6,20.3,24.5,12.9,16.8,87.8,9.1,0.1,0.8,0.9,1.2,20.3,2829,77.5,16.3,6.2,0,3.4,Kentucky,123,4,-44.02928553,-47.49290445,-3.463618913,1.48766328,0.048379294,55.40638607,44.59361393
Lyon,MN,59.82356336,31.53598813,12129,7256,3825,61.90550081,35.92210412,12889,7979,4630,44.41327865,-95.83806103,25789,12902,12887,6.2,85.4,3.3,0.4,3.6,0,18603,54181,2200,30203,2513,13.7,18.4,35.4,15.8,20.4,11,17.4,77.8,9.9,0.7,4.2,1.7,5.7,15.2,13863,80.1,12.3,7.2,0.3,3.6,Minnesota,1100,6,-28.28757523,-25.98339669,2.304178538,4.265384466,0.023265733,50.02908217,49.97091783
Lyon,NV,67.35544146,25.86482619,23762,16005,6146,69.0732172,28.11649428,29392,20302,8264,39.01777974,-119.1870479,52303,26400,25903,16.2,76.1,0.9,1.9,1.1,0.2,38606,50920,1612,25063,882,13.7,18.3,25.1,20.6,23.5,13.4,17.4,79.7,14.6,0.1,0.8,1.7,3.1,29.6,20991,78.1,16.1,5.7,0.1,9.8,Nevada,635,13,-41.49061527,-40.95672292,0.53389235,1.214079498,0.024855171,50.47511615,49.52488385
Mackinac,MI,61.43232589,34.24770039,6088,3740,2085,61.35424091,37.51960086,7015,4304,2632,46.07028979,-85.04980537,10836,5474,5362,1.6,73.8,2.3,16.9,0.6,0,8849,42559,1988,26967,1383,15.4,20.9,24.6,25.7,23.9,12,13.8,67.9,7.5,2.4,7.1,8.4,6.8,20.7,4552,70.2,20.8,9,0,10.5,Michigan,179,0,-27.18462549,-23.83464006,3.349985436,1.651901071,0,50.51679587,49.48320413
Macomb,MI,53.63024837,42.08437507,418773,224589,176238,53.27749168,45.42810706,496523,264535,225561,42.69158356,-82.92752801,864019,420439,443580,2.5,80.2,10.9,0.2,3.7,0,645252,58175,616,29740,276,11.8,17.6,34.4,17.6,24.5,7.4,16.1,87.3,7.7,0.8,0.9,0.8,2.5,27.4,414453,86.9,9.2,3.8,0.2,6.6,Michigan,20637,1102,-11.5458733,-7.849384621,3.696488681,2.388489142,0.127543492,48.66085121,51.33914879
Macon,AL,15.93507087,82.72748057,8748,1394,7237,17.69575716,81.45337473,8697,1539,7084,32.38759944,-85.69267724,19358,8933,10425,1.6,15.5,81.5,0.2,0.2,0,15760,32308,2946,19564,1121,25.9,39.3,29.4,24,19.5,7.6,19.6,79.3,10.6,1,6.2,1.4,1.6,22.5,7348,77.7,17.3,4.8,0.2,14.5,Alabama,587,21,66.79240969,63.75761757,-3.034792124,3.032338051,0.108482281,46.1462961,53.8537039
Macon,GA,35.92255657,63.09773735,4287,1540,2705,38.24538825,61.28271128,4662,1783,2857,32.35207048,-84.04234127,13675,7563,6112,4.2,32.6,59.3,0.4,1.6,0,10837,30851,3027,15919,1508,28.6,39.2,19.6,20.6,19.1,11.1,29.6,74.6,14,0.1,2.8,3.7,4.7,27.3,4524,71.3,20.4,8,0.2,16.8,Georgia,291,11,27.17518078,23.03732304,-4.137857742,2.12797075,0.080438757,55.30530165,44.69469835
Macon,IL,56.64192204,38.51489965,47283,26782,18211,57.98218008,40.12138799,48934,28373,19633,39.86064913,-88.96342505,107587,51439,56148,2.2,76.7,13.9,0.3,1.1,0,82397,49052,1793,28280,760,16.6,25.8,32,20.2,23.3,8.4,16.1,83,9.5,1.5,1.8,1,3.2,17.9,48109,82.5,12.4,4.9,0.2,9.2,Illinois,3861,64,-18.1270224,-17.86079209,0.26623031,3.588723545,0.059486741,47.81153857,52.18846143
Macon,MO,76.44808022,20.02902758,7579,5794,1518,77.54659178,21.20245086,7834,6075,1661,39.83049768,-92.56453089,15319,7601,7718,1.3,94,2.3,0.3,0.4,0,11604,38903,2263,20890,938,17,28.2,27.9,17.3,21.2,14.2,19.4,81.4,10,0.9,2.6,1.8,3.3,20,6388,76.1,15.3,8.3,0.3,7.4,Missouri,258,1,-56.41905265,-56.34414092,0.074911721,1.684183041,0.006527841,49.61812129,50.38187871
Macon,NC,69.422012,27.92455007,17336,12035,4841,68.73573267,30.17630774,20589,14152,6213,35.14867843,-83.41696617,34160,16467,17693,6.8,89.5,1.3,0.6,0.8,0,26672,40659,2141,27282,1829,17.7,30.9,28.9,25.6,22.6,13.2,9.7,80.7,9.7,0.4,1.6,3.6,4,21.4,13584,76.4,12.1,11.2,0.3,4.9,North Carolina,778,7,-41.49746193,-38.55942494,2.938036993,2.277517564,0.020491803,48.20550351,51.79449649
Macon,TN,83.57810414,14.29906542,7490,6260,1071,85.33628505,13.77819945,9486,8095,1307,36.53157855,-86.00778595,23239,11381,11858,5.1,92.1,0.4,0.4,0.3,0.2,17076,35533,2673,20666,1977,18.6,22.1,24.8,16.2,21,13,25,83.4,13.8,0,0.4,0.3,2.1,34.6,9856,76.3,13,10.7,0,5.8,Tennessee,1396,26,-69.27903872,-71.5580856,-2.279046882,6.007143165,0.11188089,48.97370799,51.02629201
Macoupin,IL,64.86906449,29.85238335,21881,14194,6532,67.13491367,30.57402065,23919,16058,7313,39.26119767,-89.92424028,45960,22691,23269,1.1,96.3,0.8,0.1,0.4,0,35992,53890,2348,27255,909,13.3,20.9,31,17.3,23.9,11.2,16.7,82.5,8.2,0.3,2.5,1.2,5.2,27.6,20963,79.8,13.7,6.3,0.2,8.2,Illinois,893,11,-35.01668114,-36.56089301,-1.544211875,1.942993908,0.023933856,49.37119234,50.62880766
