Impacted T,Proportion,Route Ids,Stop Id,Stop Name,Town,Town Id,Tract Id,Geometry,Impacted P,Income,Income Lev
"374600,368700,374500,368800,370102,373300,373200","0.13,0.08,0.54,0.00,0.04,0.51,0.03",556,7741,Crafts St @ Albemarle St,NEWTON,207,374500,Point,582,116837,2
"370102,373400,373300,373200,373100","0.07,0.00,0.46,0.91,0.05",59,8170,Watertown St @ Adams St,NEWTON,207,373200,Point,797,95421,2
"030400,030300,030200,030100,020200,981700,070101,020303,020302,020301,020101,030500","0.68,0.85,0.99,0.18,0.63,0.44,0.50,0.56,1.00,0.46,0.47,0.00",,49703,Cambridge St @ Center Plaza - Gov't Ctr,BOSTON,35,30300,Point,10195,96422,2
"370102,373400,373300,373200,373100","0.07,0.00,0.45,0.92,0.06",558,7802,Adams St @ Watertown St,NEWTON,207,373200,Point,803,95200,2
"030400,030300,030200,030100,070101,020303,060600,030500","0.98,0.95,0.88,0.16,0.40,0.07,0.04,0.43",4,236,Atlantic Ave @ State St,BOSTON,35,30300,Point,6838,102218,2
"374700,374600,368500,368400,368600","0.18,0.31,0.13,0.02,0.74","170,553,505,554",76591,Moody St @ Adams Ave,WALTHAM,308,368600,Point,683,95579,2
"030400,030300,030200,030100,070101,020303,060600,030500","0.97,0.92,0.84,0.09,0.37,0.04,0.05,0.43",4,224,Atlantic Ave @ State St-Marriott Hotel,BOSTON,35,30300,Point,6508,102352,2
"370400,370102,373500,373200,373100","0.39,0.17,0.00,0.01,0.58","57,502,504,52",902,Galen St @ Boyd St,WATERTOWN,314,370400,Point,814,94396,2
"370102,373300,373200,373100","0.08,0.43,0.92,0.06","558,59",8187,Watertown St @ Adams St,NEWTON,207,373200,Point,804,94860,2
"370400,370102,373500,373200,373100","0.39,0.17,0.00,0.01,0.58","66,502,57,504,52",989,Galen St @ Maple St,WATERTOWN,314,370400,Point,814,94396,2
"374600,368700,374500,368800,370102,368600,373300","0.36,0.27,0.50,0.00,0.00,0.05,0.18",556,81686,Crafts St @ Harding St,NEWTON,207,374500,Point,533,112630,2
"000803,000802,981501,000100","0.55,0.78,0.02,0.34",66,2559,N Harvard St @ Oxford St,BOSTON,35,802,Point,3242,58143,2
"374600,368700,374500,370102,368600,373300","0.40,0.30,0.47,0.00,0.08,0.13",556,7740,Crafts St @ Waltham St,NEWTON,207,374500,Point,541,111106,2
"000803,353101,353900,353800,353500,353400,353300,353200,353102,353000,981501","0.08,0.19,0.14,0.01,0.76,1.00,1.00,0.99,0.12,0.22,0.03",47,1763,Magazine St @ Prince St,CAMBRIDGE,49,353300,Point,7251,93028,2
"353101,353200,353102,353000,352500,352400,352300","0.99,0.31,0.73,0.02,0.33,0.71,0.01",747,11771,Vassar St @ Mass Ave,CAMBRIDGE,49,353102,Point,4449,96392,2
"370300,354200,000802,981501,000601,000202,000201,000100","0.18,0.04,0.01,0.15,0.28,0.15,0.03,0.54",86,1042,Market St @ Lothrop St,BOSTON,35,100,Point,1249,73830,2
"000803,000802,981501,000100","0.52,0.75,0.04,0.36",66,2555,N Harvard St @ Coolidge Rd,BOSTON,35,802,Point,3140,57862,2
"030400,030300,030200,030100,020200,981700,070101,020303,020302,020301,020101,030500","1.00,1.00,1.00,0.74,0.26,0.16,0.44,0.57,1.00,0.18,0.13,0.33","326,4,93,92,325",191,Congress St @ North St,BOSTON,35,30300,Point,10177,102114,2
"010405,010404,010408,010300,981800,080900,080801,080601,080500,080401,081001,010203,081400","0.77,0.65,1.00,0.67,0.21,0.44,1.00,0.49,0.10,0.01,0.12,0.40,0.08",39,51317,Huntington Ave @ Ruggles St,BOSTON,35,10405,Point,8543,34564,1
"373700,373600,373500,373400","0.32,0.13,0.25,0.03",52,8508,Centre St @ Ward St,NEWTON,207,373500,Point,351,200112,4
"401100,400600,000504,000503,000502,000402,000401,373600","0.05,0.15,0.41,1.00,0.70,0.34,0.54,0.00","86,51",1028,Chestnut Hill Ave @ Commonwealth Ave,BOSTON,35,502,Point,4491,72145,2
"010405,010404,010408,010300,981800,080900,080801,080601,080500,080401,081001,010203,081400","0.75,0.60,1.00,0.71,0.22,0.47,1.00,0.45,0.08,0.00,0.14,0.44,0.07","9,39",71391,Huntington Ave @ Louis Prang St,BOSTON,35,10300,Point,8580,34974,1
"981201,060501,981202,060301,060101,060200","0.22,0.43,0.39,0.26,1.00,0.59","9,10,7,5,11",34,P St @ E 2nd St,BOSTON,35,60101,Point,2498,96842,2
"401000,400900,400800,400700,400400,400300,400500,400200,400100","0.03,0.64,0.93,0.77,0.27,0.05,0.46,0.31,0.12",66,1310,Harvard St @ Harris St,BROOKLINE,46,400800,Point,6055,109506,2
"010405,010404,010600,010500,010300,080801,080601,080500,080401,071101,070900,070800,070700,070600,070500,010403","0.75,0.95,0.00,0.01,0.00,0.05,0.54,1.00,0.70,0.32,1.00,1.00,0.10,0.38,0.23,0.20",43,1253,Tremont St @ Douglas Pk,BOSTON,35,80500,Point,9633,48384,2
"400900,400800,400100,010204,010300,981800,081100,080900,080801,081001,010203","0.42,0.49,0.35,0.05,0.77,0.15,0.10,0.49,0.05,0.89,0.06","60,65",1559,Brookline Ave @ Deaconess Rd,BOSTON,35,81001,Point,6267,55716,2
"060501,981202,061200,061000,060800,060700,060301,060600,060400","0.43,0.13,0.26,0.78,1.00,1.00,0.08,0.24,0.52",9,155,W Broadway @ E St,BOSTON,35,60600,Point,5126,81717,2
"981201,060501,981202,060301,060101,060200","0.23,0.31,0.39,0.04,0.97,0.42","9,10,7,5,11,16",32,Farragut Rd opp E 2nd St,BOSTON,35,60101,Point,1805,91065,2
"010405,010404,010600,010500,010300,080801,080601,080500,080401,071101,070900,070800,070700,070600,070500,010403","0.74,0.95,0.00,0.01,0.00,0.05,0.53,1.00,0.69,0.33,1.00,1.00,0.11,0.40,0.25,0.20",43,11228,Tremont St @ Lenox St,BOSTON,35,80500,Point,9683,49057,2
"373700,373600,373500,373400","0.31,0.12,0.25,0.04",52,8525,Centre St @ Ward St,NEWTON,207,373500,Point,339,198844,4
"060501,981202,061200,061000,060800,060700,060301,060600,060400","0.41,0.13,0.29,0.73,1.00,1.00,0.05,0.25,0.48",9,160,W Broadway @ E St,BOSTON,35,60600,Point,5028,81875,2
"401100,400600,000504,000503,000502,000402,000401,373600","0.04,0.13,0.40,1.00,0.71,0.40,0.58,0.00","86,51",1029,Chestnut Hill Ave @ Commonwealth Ave,BOSTON,35,502,Point,4579,71552,2
"400900,400800,400100,010204,010300,981800,081100,080900,080801,081001,010203","0.13,0.35,0.27,0.20,0.85,0.19,0.04,0.60,0.29,0.86,0.27","22,9,19,708,747,8,47",11803,Longwood Ave @ Binney St,BOSTON,35,10300,Point,6570,47795,2
"401000,400900,400800,400700,400400,400300,400500,400200,400100","0.00,0.59,0.94,0.72,0.30,0.08,0.45,0.34,0.14",66,1371,Harvard St opp Vernon St,BROOKLINE,46,400800,Point,6089,109000,2
"401100,400600,000504,000503,000502,000402,000401,373600","0.04,0.12,0.40,1.00,0.71,0.42,0.59,0.00","86,51",1090,Chestnut Hill Ave @ Commonwealth Ave,BOSTON,35,502,Point,4598,71390,2
"400800,400700,400400,400300,400600,400500","0.20,0.48,0.91,0.08,0.26,1.00",65,1291,Washington St @ Fairbank St,BROOKLINE,46,400500,Point,5028,124088,2
"060501,061200,061000,060800,060700,070402,071201,080100,060600","0.01,0.68,0.11,0.94,1.00,0.10,0.29,0.00,0.12",11,269,W 7th St @ B St,BOSTON,35,60700,Point,3898,79300,2
"400800,400700,400400,400300,400600,400500,000504,000701","0.18,0.46,0.92,0.08,0.28,1.00,0.01,0.00",65,1278,Washington St @ Winthrop Path,BROOKLINE,46,400500,Point,5029,123884,2
"060501,061200,061000,060800,060700,070402,071201,080100,060600","0.01,0.68,0.09,0.93,1.00,0.10,0.31,0.01,0.12",11,293,W 7th @ B Street,BOSTON,35,60700,Point,3892,79130,2
"373700,374400,373500,373400","0.67,0.06,0.01,0.11",59,8196,Walnut St @ Commonwealth Ave,NEWTON,207,373700,Point,170,206715,4
"400900,400800,400700,400400,400300,400600,400500,400200","0.00,0.39,0.63,0.83,0.14,0.11,1.00,0.03",65,1279,Washington St @ Gardner Rd,BROOKLINE,46,400500,Point,5357,123141,2
"400900,400800,400700,400400,400300,400600,400500,400200","0.01,0.42,0.65,0.80,0.14,0.09,1.00,0.05",65,1290,Washington St opp Gardner Rd,BROOKLINE,46,400500,Point,5413,122689,2
"010405,010404,010204,010408,010300,981800,080900,080801,080601,081001,010203,081400","0.67,0.44,0.05,1.00,0.86,0.23,0.50,1.00,0.24,0.23,0.59,0.02","9,19",1800,Louis Prang St @ Evans Way,BOSTON,35,10300,Point,8664,36419,1
"981201,060501,981202,060301,060101,060600,060400,060200","0.06,0.75,0.46,0.84,0.95,0.01,0.06,0.76","9,7",8851,East 1st St @ M St,BOSTON,35,981202,Point,4089,105227,2
"400800,400100,010405,010204,010408,010300,981800,080900,080801,081001,010203","0.04,0.11,0.10,0.28,0.79,1.00,0.23,0.67,0.73,0.70,0.48","28,35,22,32,57,9,37,36,21,38,19,8,34,39,47",11780,Ave Louis Pasteur @ Longwood Ave,BOSTON,35,10300,Point,7521,41643,1
"400800,400100,010405,010204,010408,010300,981800,080900,080801,081001,010203","0.04,0.11,0.10,0.28,0.79,1.00,0.23,0.67,0.73,0.70,0.48","22,9,19,708,8,47",11802,Ave Louis Pasteur @ Longwood Ave,BOSTON,35,10300,Point,7521,41643,1
"060501,981202,060301,060101,060600,060400,060200","0.88,0.47,0.89,0.59,0.03,0.26,0.71",7,885,Summer St @ E 1st St,BOSTON,35,981202,Point,4376,107104,2
"080500,080401,071101,070900,070800,070700,070600,070500,070300,061200,070402,071201,080100","0.13,0.15,1.00,0.93,0.21,0.09,0.96,1.00,0.08,0.12,0.11,0.99,0.25","8,10",11158,Harrison Ave @ E Brookline St,BOSTON,35,71201,Point,7756,79684,2
"071101,070900,070600,070500,070300,061200,060800,060700,070402,071201,080100","0.85,0.12,0.10,0.95,0.03,0.34,0.00,0.00,0.43,1.00,0.24",47,10012,Albany St @ Wareham St,BOSTON,35,71201,Point,5628,70307,2
"981201,060501,981202,060301,060101,060200","0.19,0.54,0.46,0.43,0.99,0.62","9,10,7,5,11",10033,E 1st St @ O St,BOSTON,35,60501,Point,2945,97645,2
"981201,060501,981202,060301,060101,060200","0.20,0.53,0.46,0.40,0.99,0.60","9,10,7,5,11,16",10032,E 1st St opp O St,BOSTON,35,60101,Point,2867,96942,2
"060501,981202,060301,060101,060600,060400,060200","0.88,0.48,0.89,0.58,0.03,0.25,0.69",7,884,Summer St @ E 1st St,BOSTON,35,981202,Point,4333,106634,2
"071101,070900,070600,070500,070300,061200,060800,060700,070402,071201,080100","0.84,0.11,0.10,0.95,0.03,0.34,0.00,0.00,0.45,1.00,0.24",47,10007,540 Albany St opp Wareham St,BOSTON,35,71201,Point,5617,70182,2
"981201,060501,981202,060301,060101,060200","0.22,0.41,0.44,0.17,0.98,0.49","9,10,7,5,11,16",10031,E 1st St @ P St,BOSTON,35,981202,Point,2229,93110,2
"373700,374400,373500,373400","0.66,0.07,0.01,0.13",59,8161,Walnut St @ Commonwealth Ave,NEWTON,207,373700,Point,177,204517,4
"981201,060501,981202,060301,060101,060600,060400,060200","0.12,0.67,0.47,0.67,0.98,0.01,0.01,0.67","9,10,7,5,11,16",33,City Point Bus Terminal,BOSTON,35,981202,Point,3574,101742,2
"400900,400800,400100,010204,010300,981800,081100,080900,080801,081001,010203","0.22,0.44,0.41,0.25,0.81,0.16,0.03,0.43,0.08,0.82,0.21","60,65",1521,Brookline Ave @ Longwood Ave,BOSTON,35,81001,Point,6432,53520,2
"400900,400800,400100,010204,010300,981800,081100,080900,080801,081001,010203","0.19,0.42,0.39,0.27,0.81,0.17,0.03,0.44,0.10,0.81,0.24","57,19,8,47",1779,Longwood Ave @ Brookline Ave,BOSTON,35,81001,Point,6423,52440,2
"010405,010404,010600,010500,080601,080500,080401,071101,070900,070800,070700,070600,070500,010403,071201","0.52,0.76,0.00,0.01,0.34,1.00,0.55,0.54,1.00,1.00,0.39,0.68,0.44,0.20,0.03",43,1230,Tremont St @ Northampton St,BOSTON,35,70900,Point,9822,60169,2
"010600,010500,080601,080500,080401,071101,070900,070800,070700,070600,070500,070300,061200,070402,071201,080100","0.00,0.00,0.02,0.52,0.26,1.00,1.00,0.90,0.48,1.00,0.98,0.13,0.02,0.00,0.84,0.15","749,170,751",19402,Washington St @ W Newton St,BOSTON,35,71101,Point,9502,80264,2
"080601,080500,080401,071101,070900,070800,070700,070600,070500,070300,061200,070402,071201,080100","0.02,0.48,0.24,1.00,1.00,0.85,0.47,1.00,0.99,0.14,0.02,0.01,0.86,0.16",10,9421,E Newton St @ Washington St,BOSTON,35,71101,Point,9433,80492,2
"010600,010500,080601,080500,080401,071101,070900,070800,070700,070600,070500,070300,061200,070402,071201,080100","0.00,0.00,0.02,0.51,0.25,1.00,1.00,0.89,0.49,1.00,0.98,0.14,0.02,0.01,0.85,0.15","749,8,751,10",1788,Washington St @ E Newton St,BOSTON,35,70500,Point,9517,80404,2
"400900,400800,400100,010204,010300,981800,081100,080900,080801,081001,010203","0.17,0.42,0.42,0.31,0.81,0.17,0.02,0.41,0.08,0.79,0.25","22,9,65,19,8,60,47",1804,Brookline Ave @ Longwood Ave,BOSTON,35,10300,Point,6420,52853,2
"010405,010404,010600,010500,080601,080500,080401,071101,070900,070800,070700,070600,070500,010403,071201","0.51,0.76,0.00,0.01,0.33,1.00,0.52,0.54,1.00,1.00,0.43,0.70,0.46,0.22,0.04",43,1252,Tremont St @ Northampton St,BOSTON,35,70800,Point,9912,61034,2
"060501,981202,061200,061000,060800,060700,060600,060400","0.31,0.10,0.42,0.44,1.00,1.00,0.25,0.23",9,154,W Broadway @ D St,BOSTON,35,60700,Point,4440,83037,2
"060501,981202,061200,061000,060800,060700,060600,060400","0.30,0.10,0.43,0.42,1.00,1.00,0.25,0.22",9,161,W Broadway @ D St,BOSTON,35,60600,Point,4414,83158,2
"060501,981202,070101,061200,061000,060800,060700,070402,071201,060600","0.02,0.00,0.00,0.65,0.01,0.93,1.00,0.16,0.23,0.15",11,251,B St @ W 6th St,BOSTON,35,61200,Point,3802,80230,2
"010405,010404,010600,010500,080601,080500,080401,071101,070900,070800,070700,070600,070500,070300,010403,071201","0.43,0.56,0.00,0.01,0.26,0.99,0.49,0.64,1.00,1.00,0.52,0.81,0.54,0.00,0.14,0.09","701,1",84,Massachusetts Ave @ Tremont St,BOSTON,35,70900,Point,9755,65683,2
"010405,010404,010408,010500,010300,981800,080900,080801,080601,080500,080401,070800,081001,010403,010203","0.98,1.00,1.00,0.00,0.43,0.25,0.02,0.78,0.56,0.33,0.05,0.17,0.00,0.72,0.43","9,39",61391,Huntington Ave @ Forsyth Way,BOSTON,35,10405,Point,9482,32356,1
"400700,400400,400300,400600,400500,000504,000701,000401","0.08,0.83,0.11,0.42,0.91,0.58,0.31,0.00",65,1276,Washington St @ Beacon St,BROOKLINE,46,400400,Point,5740,105976,2
"400700,400400,400300,400600,400500,000504,000701,000401","0.08,0.83,0.11,0.42,0.91,0.58,0.31,0.00",65,1292,Washington St @ Beacon St,BROOKLINE,46,400400,Point,5740,105976,2
"070101,061200,060800,060700,070402,071201,060600","0.02,0.65,0.76,1.00,0.27,0.40,0.12","9,11",30294,250 Dorchester Avenue,BOSTON,35,61200,Point,3742,74468,2
"010405,010404,010600,010500,080601,080500,080401,071101,070900,070800,070700,070600,070500,070300,010403,071201","0.44,0.65,0.00,0.01,0.26,0.98,0.41,0.58,1.00,1.00,0.56,0.84,0.54,0.00,0.22,0.08","170,1,701",87,Massachusetts Ave @ Tremont St,BOSTON,35,70800,Point,9955,66108,2
"400900,400800,400700,400400,400300,400500,400200,400100,981800","0.46,0.95,0.48,0.34,0.18,0.39,0.46,0.23,0.00",66,1309,Harvard St @ Marion St,BROOKLINE,46,400800,Point,6152,106100,2
"010405,010404,010600,010500,080601,080500,080401,071101,070900,070800,070700,070600,070500,070300,010403,071201","0.37,0.49,0.01,0.01,0.24,0.95,0.35,0.66,1.00,1.00,0.61,0.94,0.61,0.02,0.15,0.12",43,1231,Tremont St @ W Springfield St,BOSTON,35,70900,Point,9853,70155,2
"060501,981202,070101,061200,060800,060700,070402,071201,060600","0.04,0.01,0.01,0.63,0.90,1.00,0.17,0.15,0.18",11,250,B St @ W 5th St,BOSTON,35,60700,Point,3753,80862,2
"010405,010404,010600,010500,080601,080500,080401,071101,070900,070800,070700,070600,070500,070300,010403,071201","0.38,0.53,0.01,0.01,0.24,0.96,0.33,0.64,1.00,1.00,0.61,0.94,0.61,0.02,0.17,0.11",43,1251,Tremont St @ W Springfield St,BOSTON,35,70800,Point,9927,69902,2
"060501,981202,061200,061000,060800,060700,060600,060400","0.21,0.07,0.53,0.18,0.97,1.00,0.25,0.07",9,11532,W Broadway @ Linsky Barry Ct,BOSTON,35,60600,Point,4012,85072,2
"071101,070900,070800,070700,070600,070500,070300,061200,070402,071201,080100","0.92,0.60,0.06,0.13,0.93,1.00,0.25,0.19,0.68,1.00,0.13","8,10",21158,Harrison Ave. opp Plympton St,BOSTON,35,71201,Point,7669,81398,2
"401100,400600,000504,000503,000601,000502,000402,000401","0.00,0.03,0.32,1.00,0.05,0.67,0.78,0.67","86,51",1030,Chestnut Hill Ave @ Strathmore Rd,BOSTON,35,502,Point,4710,69779,2
"071101,070600,070500,070300,070200,070101,061200,060800,060700,070402,071201,080100","0.46,0.04,0.74,0.06,0.01,0.02,0.43,0.04,0.22,0.90,1.00,0.10","701,47",10008,Albany St opp Randolph St,BOSTON,35,71201,Point,5174,65322,2
"060501,981202,061200,061000,060800,060700,070402,060600,060400","0.19,0.07,0.54,0.12,0.96,1.00,0.00,0.24,0.04",9,162,W Broadway @ C St,BOSTON,35,61200,Point,3876,85156,2
"373700,373600,373500,373400","0.25,0.06,0.33,0.12",52,8509,Centre St @ Alderwood Rd,NEWTON,207,373700,Point,314,187825,3
"060501,981202,060301,060101,060600,060400,060200","0.84,0.57,0.69,0.30,0.13,0.03,0.37",7,208,Summer St @ Powerhouse St,BOSTON,35,981202,Point,3254,99142,2
"010405,010404,010600,010500,080601,080500,080401,071101,070900,070800,070700,070600,070500,070300,010403,071201","0.30,0.35,0.01,0.01,0.20,0.89,0.20,0.70,1.00,1.00,0.70,1.00,0.72,0.10,0.10,0.18",43,1250,Tremont St @ Worcester St,BOSTON,35,70800,Point,9901,75369,2
"400800,400100,010405,010404,010204,010408,010300,981800,080900,080801,081001,010203","0.00,0.13,0.23,0.02,0.71,1.00,1.00,0.26,0.29,0.55,0.47,0.74","28,22,57,9,19,8,47",11781,Ave Louis Pasteur @ The Fenway,BOSTON,35,10300,Point,7943,41596,1
"400800,400100,010405,010404,010204,010408,010300,981800,080900,080801,081001,010203","0.00,0.13,0.23,0.02,0.71,1.00,1.00,0.26,0.29,0.55,0.47,0.74","9,22,8,47",11799,Ave Louis Pasteur @ The Fenway,BOSTON,35,10300,Point,7943,41596,1
"071101,070600,070500,070300,070200,070101,061200,060800,060700,070402,071201,080100","0.41,0.03,0.70,0.06,0.03,0.03,0.43,0.04,0.28,0.92,1.00,0.08",47,10011,Albany St @ Randolph St,BOSTON,35,71201,Point,5101,64034,2
"401100,400600,000504,000503,000601,000502,000402,000401","0.00,0.03,0.33,1.00,0.07,0.64,0.80,0.71","86,51",1089,Chestnut Hill Ave @ South St,BOSTON,35,402,Point,4765,69909,2
"010405,010404,010104,010701,010408,010600,010500,010300,981800,080801,080601,080500,080401,070900,070800,010403,010203","1.00,1.00,0.00,0.00,1.00,0.00,0.01,0.20,0.23,0.35,0.44,0.63,0.07,0.22,0.83,1.00,0.23",39,81317,360 Huntington Ave,BOSTON,35,10405,Point,9985,38278,1
"400900,400800,400100,010204,010408,010300,981800,080900,080801,081001,010203","0.00,0.29,0.45,0.72,0.18,0.85,0.19,0.26,0.08,0.64,0.48","57,65,19,747,8,60,47",1778,Brookline Ave @ Short St,BOSTON,35,10300,Point,6772,49919,2
"400800,400100,010204,010408,010300,981800,080900,080801,081001,010203","0.28,0.45,0.74,0.21,0.86,0.19,0.25,0.08,0.63,0.49","22,9,65,19,708,747,8,60,47",1805,Brookline Ave opp Short St,BOSTON,35,10300,Point,6814,49861,2
"010405,010404,010600,010500,080601,080500,080401,071101,070900,070800,070700,070600,070500,070300,010403,071201","0.26,0.27,0.01,0.01,0.18,0.83,0.15,0.71,1.00,1.00,0.74,1.00,0.78,0.16,0.07,0.22",43,1232,Tremont St @ W Concord St,BOSTON,35,70800,Point,9904,77955,2
"010405,010404,010104,010701,010408,010600,010500,010300,981800,080801,080601,080500,080401,070900,070800,010403,010203","1.00,1.00,0.01,0.01,1.00,0.00,0.01,0.20,0.23,0.34,0.42,0.60,0.06,0.20,0.82,1.00,0.28","9,39",41391,Huntington Ave @ Opera Pl,BOSTON,35,10404,Point,10023,38490,1
"080500,080401,071101,070900,070800,070700,070600,070500,070300,061200,070402,071201,080100","0.05,0.04,0.93,0.92,0.44,0.67,1.00,1.00,0.38,0.08,0.52,1.00,0.06","8,10",1789,Washington St @ Mystic St,BOSTON,35,71201,Point,9322,84989,2
"080500,080401,071101,070900,070800,070700,070600,070500,070300,061200,070402,071201,080100","0.05,0.04,0.93,0.92,0.44,0.67,1.00,1.00,0.38,0.08,0.52,1.00,0.06","749,751",5100,Washington St @ Union Pk,BOSTON,35,71201,Point,9322,84989,2
"373700,373600,373500,373400","0.23,0.05,0.34,0.14",52,8524,Centre St @ Mill St,NEWTON,207,373500,Point,309,185167,3
"010405,010404,010600,010500,080601,080500,080401,071101,070900,070800,070700,070600,070500,070300,010403,071201","0.56,0.99,0.01,0.01,0.27,0.97,0.19,0.28,1.00,1.00,0.62,0.83,0.47,0.01,0.72,0.02","170,1",88,Massachusetts Ave @ Columbus Ave,BOSTON,35,70800,Point,10768,63439,2
"060501,981202,070101,061200,060800,060700,070402,071201,060600","0.07,0.02,0.04,0.59,0.82,1.00,0.16,0.06,0.22",11,249,B St @ Silver St,BOSTON,35,60700,Point,3661,81293,2
"010405,010404,010600,010500,080601,080500,080401,071101,070900,070800,070700,070600,070500,070300,010403,071201","0.61,1.00,0.01,0.01,0.27,0.96,0.16,0.23,1.00,1.00,0.62,0.80,0.45,0.01,0.80,0.01",1,83,Massachusetts Ave @ Columbus Ave,BOSTON,35,70800,Point,10821,62618,2
"060501,981202,070101,061200,060800,060700,070402,071201,060600","0.09,0.04,0.04,0.58,0.82,1.00,0.13,0.02,0.23",9,153,W Broadway @ B St,BOSTON,35,60700,Point,3634,82023,2
"374700,374600,374500,374400,374800","0.05,0.01,0.14,0.19,0.26",505,65544,Washington St @ Commonwealth Ave,NEWTON,207,374800,Point,349,143221,3
"374700,374600,374500,374400,374800","0.05,0.01,0.14,0.19,0.26",505,78215,Washington St @ Commonwealth Ave,NEWTON,207,374800,Point,349,143221,3
"401100,400600,000504,000503,000601,000502,000402,000401","0.00,0.02,0.36,1.00,0.11,0.55,0.84,0.82","86,51",1031,Chestnut Hill Ave @ Chiswick Rd,BOSTON,35,402,Point,4862,70022,2
"373700,374400,373500,373400","0.50,0.09,0.02,0.35",59,8162,Walnut St @ Prospect Ave,NEWTON,207,373700,Point,226,183993,3
"400400,400300,400600,400500,000504,000704,000503,000701,000602,000401","0.75,0.13,0.35,0.53,0.82,0.08,0.07,0.80,0.14,0.20",65,1275,Wahington St @ Evans Rd,BROOKLINE,46,400400,Point,6885,88451,2
"010600,080500,080401,071101,070900,070800,070700,070600,070500,070300,061200,070402,071201,080100","0.00,0.02,0.01,0.88,0.86,0.43,0.80,1.00,1.00,0.44,0.08,0.65,1.00,0.04",10,1381,W Dedham St @ Washington St,BOSTON,35,70500,Point,9468,85961,2
"010405,010404,010600,010500,080601,080500,080401,071101,070900,070800,070700,070600,070500,070300,070402,010403,071201","0.19,0.14,0.01,0.01,0.14,0.63,0.11,0.70,1.00,1.00,0.85,1.00,0.90,0.26,0.00,0.02,0.31",43,1249,Tremont St @ Rutland Sq,BOSTON,35,70500,Point,9939,83177,2
"981201,060501,981202,061101,061200,061000,060800,060700,060301,060600,060400","0.27,0.34,0.03,0.26,0.22,1.00,1.00,0.96,0.11,0.11,0.76",11,256,W 7th St @ Dorchester St,BOSTON,35,60800,Point,5366,73485,2
"080500,080401,080300,071101,070900,070500,061200,071201,080100","0.57,0.67,0.41,1.00,0.91,0.26,0.02,0.44,0.66",1,57,Massachusetts Ave @ Albany St,BOSTON,35,71101,Point,4714,43989,2
"010405,010404,010300,080801,080601,080500,080401,080300,070900,070800,081700,081400","0.69,0.17,0.03,0.55,1.00,1.00,0.83,0.06,0.25,0.20,0.10,0.34","19,8,47",11592,Ruggles St @ Cabot St,BOSTON,35,80601,Point,5963,26308,0
"981201,060501,981202,061101,061200,061000,060800,060700,060301,060600,060400","0.25,0.42,0.06,0.09,0.16,1.00,1.00,0.93,0.21,0.13,0.82","5,10",48,Dorchester St @ W 6th St,BOSTON,35,60800,Point,5564,77476,2
"374700,374600,368400,368600","0.30,0.35,0.00,0.53","558,505",7838,Lexington St @ River St,NEWTON,207,374700,Point,554,105817,2
"374700,374600,368400,368600","0.30,0.36,0.00,0.53","170,553,554",7658,River St @ Lexington St,NEWTON,207,374700,Point,559,106044,2
"374500,374400,370102,373400,373300,373200","0.25,0.00,0.01,0.01,0.90,0.30",556,7744,Walnut St @ Linwood Ave,NEWTON,207,373300,Point,695,111361,2
"374500,374400,370102,373400,373300,373200","0.26,0.00,0.01,0.00,0.89,0.30",556,81682,Walnut St @ Linwood Ave,NEWTON,207,373300,Point,690,111292,2
"180500,980101","0.39,0.07",,109854,Tafts Ave @ Mugford St,WINTHROP,346,180500,Point,209,61815,2
"000301,370400,370300,981501,000601,000202,000201,000100","0.06,0.00,0.16,0.10,0.28,0.76,0.54,0.23",64,1103,N Beacon St @ Goodenough St,BOSTON,35,201,Point,1786,80022,2
"010103,000803,353101,353400,353300,353200,353102,353000,981501","0.22,0.03,0.23,0.72,1.00,1.00,0.28,0.05,0.06",47,1812,Brookline St @ Putnam Ave,CAMBRIDGE,49,353200,Point,6076,94297,2
"180500,980101","0.40,0.07",,109852,Tafts Ave opp Mugford St,WINTHROP,346,180500,Point,215,62051,2
"010802,010104,353101,353200,353102,352400,981501","0.12,0.11,0.63,0.09,0.75,0.33,0.07",1,96,Massachusetts Ave @ Memorial Dr,CAMBRIDGE,49,353102,Point,3104,93860,2
"030400,030300,030200,020200,981700,070200,070101,020303,020302,020301,020101,060600","0.51,0.96,0.56,0.04,0.26,0.02,0.73,0.14,0.98,0.02,0.09,0.01","93,4,92",11891,Pearl St @ Congress St,BOSTON,35,30300,Point,6835,99627,2
"400300,400200,000703,000704,000803,000802,981501,000100","0.02,0.02,0.71,0.06,0.62,0.87,0.02,0.14","501,64,503",1114,Cambridge St @ N Harvard St,BOSTON,35,803,Point,4117,49782,2
"370400,370102,373500,373200,373100","0.33,0.07,0.04,0.00,0.70","66,502,57,504,52",988,Centre St @ Jefferson St,NEWTON,207,373100,Point,720,97662,2
"000301,370400,370300,981501,000601,000202,000201,000100","0.08,0.01,0.19,0.10,0.22,0.70,0.54,0.22",64,1203,N Beacon St @ Birmingham Pkwy,BOSTON,35,100,Point,1726,80460,2
"010801,010702,030400,030300,030200,020200,981501,981700,070300,070200,070101,020303,020302,020301,020101","0.00,0.00,0.01,0.59,0.06,0.98,0.02,0.97,0.05,0.30,0.47,0.31,1.00,0.61,0.96","43,55",9982,Beacon St @ Park St,BOSTON,35,20302,Point,9482,84351,2
"370102,373400,373300,373200,373100","0.03,0.09,0.31,0.86,0.19",558,78571,Adams St @ Quirk St,NEWTON,207,373200,Point,747,95756,2
