,name,lat,lng,vicinity,business_status,permanently_closed ,rating ,user_ratings_total ,source,type,volient_no,expired
727,Osaka Japanese Sushi & Steak House,42.3431936,-71.1219438,"14 Green Street, Brookline",OPERATIONAL,False,4.2,495,GOOGLE,"restaurant,food,point_of_interest,establishment",,
728,Chipotle Mexican Grill,42.3446571,-71.10082539999998,"148 Brookline Avenue, Boston",OPERATIONAL,False,4.0,408,GOOGLE,"restaurant,food,point_of_interest,establishment",142,False
729,Hops N Scotch,42.34262099999999,-71.12066659999998,"1306 Beacon Street, Brookline",OPERATIONAL,False,4.2,549,GOOGLE,"restaurant,bar,food,point_of_interest,establishment",,
730,Dunkin',42.3384002,-71.1071309,"350 Longwood Avenue, Boston",OPERATIONAL,False,3.4,38,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment",,
731,Coolidge Corner Clubhouse,42.343340399999995,-71.12279709999999,"307 Harvard Street, Brookline",OPERATIONAL,False,4.0,348,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
732,Sweet Cheeks Q,42.343888899999996,-71.1011111,"1381 Boylston Street, Boston",OPERATIONAL,False,4.4,1331,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
733,Anna's Taqueria,42.3413568,-71.12551189999998,"1412 Beacon Street #1, Brookline",CLOSED_TEMPORARILY,True,4.4,663,GOOGLE,"restaurant,food,point_of_interest,establishment",87,False
734,OTTO,42.3428907,-71.12210689999998,"289 Harvard Street, Brookline",OPERATIONAL,False,4.5,797,GOOGLE,"restaurant,food,point_of_interest,establishment",,
735,Taberna de Haro,42.345788399999996,-71.10675859999998,"999 Beacon Street, Brookline",OPERATIONAL,False,4.3,226,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
736,Paris Creperie,42.342445,-71.1219678,"278 Harvard Street, Brookline",OPERATIONAL,False,4.4,726,GOOGLE,"meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment",4,True
737,Starbucks,42.33770699999999,-71.104623,"283 Longwood Avenue, Boston",OPERATIONAL,False,4.0,311,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment",66,True
738,Pho Lemongrass,42.34109779999999,-71.12072479999998,"239 Harvard Street, Brookline",OPERATIONAL,False,4.1,274,GOOGLE,"restaurant,food,point_of_interest,establishment",,
739,Subway,42.3411164,-71.1211859,"238 Harvard Street, Brookline",OPERATIONAL,False,3.4,67,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment",1578,True
740,Sol Azteca,42.3466333,-71.10623890000001,"914A Beacon Street, Boston",OPERATIONAL,False,4.5,301,GOOGLE,"restaurant,food,point_of_interest,establishment",58,False
741,Subway,42.33839509999999,-71.1071138,"350 Longwood Avenue, Boston",OPERATIONAL,False,3.7,21,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment",1578,True
742,Martin's Coffee Shop,42.3344479,-71.1189722,"35 Harvard Street, Brookline",OPERATIONAL,False,4.4,282,GOOGLE,"restaurant,cafe,food,point_of_interest,store,establishment",,
743,Starbucks,42.342591999999996,-71.12161400000001,"277 Harvard Street, Brookline",OPERATIONAL,False,4.0,151,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment",66,True
744,Gyu-Kaku Japanese BBQ,42.34641000000001,-71.10704799999998,"1002 Beacon Street, Brookline",OPERATIONAL,False,4.5,1250,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
745,Starbucks,42.344241,-71.101434,"142-148 Brookline Avenue, Boston",OPERATIONAL,False,4.3,113,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment",66,True
746,Thornton's Fenway Grille,42.34302840000001,-71.09938299999999,"100 Peterborough Street, Boston",OPERATIONAL,False,4.4,516,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
747,Genki Ya - Brookline,42.3449381,-71.12672049999998,"398 Harvard Street, Brookline",OPERATIONAL,False,4.5,232,GOOGLE,"restaurant,food,point_of_interest,establishment",,
748,Shiki,42.34356940000001,-71.12290279999998,"9 Babcock Street, Brookline",OPERATIONAL,False,4.5,269,GOOGLE,"restaurant,food,point_of_interest,establishment",,
749,Rod D by Sitti Thai Cuisine,42.34114599999999,-71.126254,"1422 Beacon Street, Brookline",OPERATIONAL,False,4.5,293,GOOGLE,"restaurant,food,point_of_interest,establishment",,
750,Busy Bee Restaurant & Diner,42.34594459999999,-71.10893420000001,"1046 Beacon Street, Brookline",OPERATIONAL,False,4.5,325,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment",,
751,Bruegger's Bagels,42.3397537,-71.1083651,"375 Longwood Avenue, Boston",OPERATIONAL,False,4.2,169,GOOGLE,"bakery,cafe,restaurant,food,point_of_interest,store,establishment",,
752,Temptations Cafe,42.3421261,-71.12247219999998,"1350 Beacon Street, Brookline",OPERATIONAL,False,4.2,188,GOOGLE,"cafe,restaurant,food,point_of_interest,establishment",,
753,Michael's Deli,42.34157570000001,-71.1212108,"256 Harvard Street, Brookline",OPERATIONAL,False,4.6,276,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,store,establishment",,
754,Rami's,42.3433518,-71.12363520000001,"324 Harvard Street, Brookline",OPERATIONAL,False,4.2,367,GOOGLE,"restaurant,food,point_of_interest,establishment",,
755,The Publick House,42.339335600000005,-71.13662640000001,"1648 Beacon Street, Brookline",OPERATIONAL,False,4.5,943,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
756,Barcelona Wine Bar,42.3388682,-71.1387646,"1700 Beacon Street, Brookline",OPERATIONAL,False,4.6,1761,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
757,Washington Square Tavern,42.339022,-71.1351269,"714 Washington Street, Brookline",OPERATIONAL,False,4.5,250,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
758,Tasca Restaurant,42.34335559999999,-71.14268489999998,"1612 Commonwealth Avenue, Brighton",OPERATIONAL,False,4.4,398,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
759,Cityside Tavern,42.3364612,-71.1504628,"1960 Beacon Street, Brighton",OPERATIONAL,False,4.1,531,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
760,Eagle's Deli,42.33647789999999,-71.14915140000001,"1918 Beacon Street, Brighton",OPERATIONAL,False,4.5,675,GOOGLE,"restaurant,food,point_of_interest,store,establishment",,
761,Chipotle Mexican Grill,42.3364117,-71.1495791,"1924 Beacon Street, Brighton",OPERATIONAL,False,3.6,273,GOOGLE,"restaurant,food,point_of_interest,establishment",142,False
762,The Abbey,42.33867399999999,-71.13671090000001,"1657 Beacon Street, Brookline",OPERATIONAL,False,4.5,500,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
763,Golden Temple - Curbside Take Out & Contact-Free Delivery,42.33888890000001,-71.1361111,"1651 Beacon Street, Brookline",OPERATIONAL,False,4.1,507,GOOGLE,"night_club,meal_takeaway,bar,restaurant,food,point_of_interest,establishment",,
764,Fin's Sushi & Grill,42.33689409999999,-71.15154770000001,"354 Chestnut Hill Avenue, Brighton",OPERATIONAL,False,4.4,136,GOOGLE,"restaurant,food,point_of_interest,establishment",,
765,Yamato,42.340672,-71.1517676,"117 Chiswick Road, Brighton",OPERATIONAL,False,4.1,641,GOOGLE,"restaurant,food,point_of_interest,establishment",,
766,Bamboo Thai Restaurant,42.3432724,-71.14276590000001,"1616 Commonwealth Avenue, Brighton",OPERATIONAL,False,4.2,187,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment",55,False
767,Dok Bua Thai Kitchen,42.345395,-71.126791,"411 Harvard Street, Brookline",OPERATIONAL,False,4.2,259,GOOGLE,"restaurant,food,point_of_interest,establishment",,
768,The Daily Catch,42.34619,-71.12774480000002,"441 Harvard Street, Brookline",OPERATIONAL,False,4.4,302,GOOGLE,"restaurant,food,point_of_interest,establishment",3,False
769,Harry's Bar & Grill,42.3483424,-71.1399057,"1430 Commonwealth Avenue, Boston",OPERATIONAL,False,4.4,437,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",58,False
770,Starbucks,42.3362859,-71.1501609,"1948 Beacon Street, Brighton",OPERATIONAL,False,4.3,199,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment",66,True
771,Dunkin',42.335783899999996,-71.1499793,"1955 Beacon Street, Brighton",OPERATIONAL,False,3.9,257,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment",,
772,Moogy's,42.341589299999995,-71.15433540000001,"154 Chestnut Hill Avenue, Boston",OPERATIONAL,False,4.5,167,GOOGLE,"restaurant,food,point_of_interest,establishment",,
773,Pino's Pizza,42.336524700000005,-71.14919090000001,"1920 Beacon Street #7701, Brighton",OPERATIONAL,False,4.4,475,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment",,
774,Super Fusion Brookline,42.3387314,-71.13449890000001,"690A Washington Street, Brookline",OPERATIONAL,False,4.6,131,GOOGLE,"restaurant,food,point_of_interest,establishment",,
775,Kupel's Bakery,42.3456518,-71.12715690000002,"421 Harvard Street, Brookline",OPERATIONAL,False,4.5,493,GOOGLE,"bakery,cafe,restaurant,food,point_of_interest,store,establishment",,
776,The Kosher Wok,42.34574800000001,-71.127246,"423 Harvard Street, Brookline",OPERATIONAL,False,4.1,247,GOOGLE,"restaurant,food,point_of_interest,establishment",,
777,Bottega di Capri,42.3346659,-71.1189729,"41 Harvard Street, Brookline",OPERATIONAL,False,4.7,321,GOOGLE,"restaurant,food,point_of_interest,store,establishment",,
778,Bottega Fiorentina,42.343444899999994,-71.12304619999998,"313B Harvard Street, Brookline",OPERATIONAL,False,4.4,291,GOOGLE,"restaurant,food,point_of_interest,establishment",,
779,The Upper Crust Pizzeria,42.342736200000004,-71.1224431,"286 Harvard Street, Brookline",OPERATIONAL,False,3.8,199,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment",,
780,Andalus Pizza & Cafe,42.34107519999999,-71.1469338,"153 Sutherland Road, Brighton",OPERATIONAL,False,4.2,40,GOOGLE,"meal_delivery,cafe,restaurant,food,point_of_interest,store,establishment",35,False
781,Dolce Vita Cafe,42.341243,-71.146613,"1698 Commonwealth Avenue, Boston",OPERATIONAL,False,4.6,156,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment",,
782,Shawarma King,42.34116390000001,-71.1240778,"1383 Beacon Street, Brookline",OPERATIONAL,False,4.1,290,GOOGLE,"restaurant,food,point_of_interest,establishment",,
783,Burro Bar Brookline,42.338570000000004,-71.1372987,"1665 Beacon Street, Brookline",OPERATIONAL,False,4.4,417,GOOGLE,"restaurant,food,point_of_interest,establishment",,
784,The E Room,42.338843700000005,-71.13620909999999,"Golden Temple, 1651 Beacon Street, Brookline",OPERATIONAL,False,3.0,1,GOOGLE,"bar,night_club,restaurant,food,point_of_interest,establishment",,
785,La Voile,42.339037,-71.1353573,"1627 Beacon Street, Brookline",OPERATIONAL,False,4.3,189,GOOGLE,"restaurant,food,point_of_interest,establishment",5,True
786,Livite,42.3394314,-71.1364251,"1644 Beacon Street, Brookline",OPERATIONAL,False,4.6,81,GOOGLE,"restaurant,food,point_of_interest,establishment",,
787,El Pelón Taqueria,42.340270000000004,-71.16653000000001,"2197 Commonwealth Avenue, Boston",OPERATIONAL,False,4.5,473,GOOGLE,"restaurant,food,point_of_interest,establishment",,
788,Dunkin',42.3400624,-71.16733520000001,"15 Commonwealth Avenue, Chestnut Hill",OPERATIONAL,False,3.1,83,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment",,
789,Gyro City,42.34171449999999,-71.1546345,"183 Chestnut Hill Avenue, Brighton",OPERATIONAL,False,4.6,415,GOOGLE,"restaurant,food,point_of_interest,establishment",89,True
790,Crazy Dough's Pizza,42.340284000000004,-71.16660900000002,"2201 Commonwealth Avenue, Brighton",OPERATIONAL,False,3.9,86,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment",233,True
791,Papa John's Pizza,42.3491957,-71.1629471,"533 Washington Street, Brighton",OPERATIONAL,False,4.1,167,GOOGLE,"restaurant,food,point_of_interest,establishment",,
792,Vaisakhi Indian Restaurant,42.3410625,-71.1468213,"157 Sutherland Road, Boston",OPERATIONAL,False,4.6,223,GOOGLE,"restaurant,food,point_of_interest,establishment",,
793,Flat Breads Cafe,42.340062700000004,-71.16725869999998,"11 Commonwealth Avenue, Chestnut Hill",OPERATIONAL,False,4.5,38,GOOGLE,"restaurant,food,point_of_interest,establishment",,
794,Wok n Talk( Brighton),42.3491569,-71.1627956,"525 Washington Street, Brighton",OPERATIONAL,False,3.6,50,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment",,
795,Domino's Pizza,42.34873229999999,-71.15901319999998,"464 Washington Street, Brighton",OPERATIONAL,False,3.1,129,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment",824,True
796,Starbucks,42.348743000000006,-71.15985599999998,"470 Washington Street, Brighton",OPERATIONAL,False,4.2,244,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment",66,True
797,Playa Bowls,42.34024289999999,-71.1665622,"2199 Commonwealth Avenue, Brighton",OPERATIONAL,False,4.7,128,GOOGLE,"cafe,restaurant,food,point_of_interest,establishment",18,False
798,Subway,42.3402713,-71.1665147,"2195 Commonwealth Avenue, Brighton",OPERATIONAL,False,5.0,5,GOOGLE,"restaurant,food,point_of_interest,establishment",1578,True
799,The Circle Pizza,42.3367545,-71.15153959999998,"356 Chestnut Hill Avenue, Brighton",OPERATIONAL,False,4.5,43,GOOGLE,"restaurant,food,point_of_interest,establishment",,
800,Pho Viet's II,42.3301971,-71.19200490000001,"51 Langley Road, Newton",OPERATIONAL,False,4.7,133,GOOGLE,"restaurant,food,point_of_interest,establishment",,
801,Baramor | Bar & Restaurant,42.330062899999994,-71.19185209999998,"45 Union Street, Newton Centre",OPERATIONAL,False,4.5,68,GOOGLE,"restaurant,bar,food,point_of_interest,establishment",,
802,Four Spoons Thai Inspired Cuisine & Bar,42.3301761,-71.19351189999998,"796 Beacon Street, Newton",OPERATIONAL,False,4.2,140,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
803,Thistle & Leek,42.3298078,-71.1935713,"105 Union Street, Newton",OPERATIONAL,False,4.9,16,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
804,Little Big Diner,42.330588899999995,-71.1949083,"1247 Centre Street, Newton",OPERATIONAL,False,4.6,582,GOOGLE,"restaurant,food,point_of_interest,establishment",,
805,Mediterranean Grill,42.3365141,-71.189145,"549 Commonwealth Avenue, Newton",OPERATIONAL,False,3.6,90,GOOGLE,"restaurant,food,point_of_interest,establishment",,
806,Tiger's Loft Bistro,42.3452961,-71.207284,"457 Walnut Street, Newton",OPERATIONAL,False,4.8,6,GOOGLE,"restaurant,food,point_of_interest,establishment",,
807,BOKX 109 American Prime,42.33401020000001,-71.2543969,"399 Grove Street, Newton",CLOSED_TEMPORARILY,True,3.8,161,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
808,Dunkin',42.3477858,-71.2474728,"2096 Commonwealth Avenue, Newton",OPERATIONAL,False,3.8,118,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment",,
809,Rebeccas Cafe Inc,42.33889799999999,-71.25352099999999,"275 Grove Street # 2-150, Auburndale",CLOSED_TEMPORARILY,True,4.0,27,GOOGLE,"cafe,restaurant,food,point_of_interest,establishment",,
810,The Knotty Pine,42.346762700000006,-71.2472195,"295 Auburn Street, Auburndale",OPERATIONAL,False,4.5,334,GOOGLE,"restaurant,food,point_of_interest,establishment",,
811,Bruegger's Bagels,42.3470076,-71.24606429999999,"2050 Commonwealth Avenue, Auburndale",OPERATIONAL,False,4.1,238,GOOGLE,"bakery,cafe,restaurant,food,point_of_interest,store,establishment",,
812,Bocca Bella Cafe & Bistro,42.3471925,-71.2468257,"442 Lexington Street, Auburndale",OPERATIONAL,False,4.6,168,GOOGLE,"cafe,restaurant,food,point_of_interest,establishment",,
813,Tom's Pizza & Sandwich Shop,42.3473356,-71.24724739999998,"423 Lexington Street, Auburndale",OPERATIONAL,False,4.2,160,GOOGLE,"restaurant,food,point_of_interest,establishment",,
814,Cooks Window Italian Pizza and Catering,42.3253019,-71.2600667,"19 Washington Street, Wellesley",OPERATIONAL,False,4.4,64,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment",,
815,Ward 4,42.3465566,-71.2465397,"277 Auburn Street, Auburndale",OPERATIONAL,False,5.0,1,GOOGLE,"restaurant,food,point_of_interest,establishment",,
816,Menton,42.3504581,-71.04822970000001,"354 Congress Street, Boston",OPERATIONAL,False,4.6,375,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",22,False
817,Sportello,42.350606799999994,-71.0485054,"348 Congress Street, Boston",OPERATIONAL,False,4.4,467,GOOGLE,"restaurant,food,point_of_interest,establishment",23,False
818,Temazcal Tequila Cantina,42.3488542,-71.03833399999998,"250 Northern Avenue #2, Boston",OPERATIONAL,False,4.2,799,GOOGLE,"restaurant,food,point_of_interest,establishment",,
819,Del Frisco's Double Eagle Steakhouse,42.348949600000005,-71.038692,"250 Northern Avenue Suite 200, Boston",OPERATIONAL,False,4.4,1099,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
820,The Barking Crab,42.35366510000001,-71.0487571,"88 Sleeper Street, Boston",OPERATIONAL,False,4.2,3388,GOOGLE,"restaurant,food,point_of_interest,establishment",,
821,Rosa Mexicano,42.3498713,-71.04265500000001,"155 Seaport Boulevard, Boston",OPERATIONAL,False,4.1,1360,GOOGLE,"restaurant,food,point_of_interest,establishment",61,False
822,Strega Italiano Seaport,42.3533165,-71.0450187,"1 Marina Park Drive, Boston",OPERATIONAL,False,4.3,702,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
823,Morton's The Steakhouse,42.3489645,-71.0407695,"2 Seaport Lane, Boston",OPERATIONAL,False,4.5,605,GOOGLE,"restaurant,food,point_of_interest,establishment",,
824,Smith & Wollensky,42.35295139999999,-71.05250190000001,"Atlantic Wharf, 294 Congress Street, Boston",OPERATIONAL,False,4.4,756,GOOGLE,"restaurant,food,point_of_interest,establishment",,
825,TAMO Bistro & Bar,42.34923999999999,-71.0415124,"1 Seaport Lane, Boston",OPERATIONAL,False,4.3,245,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
826,Trillium Brewing Company,42.3521739,-71.04746899999999,"50 Thomson Place, Boston",OPERATIONAL,False,4.5,923,GOOGLE,"liquor_store,restaurant,food,point_of_interest,store,establishment",,
827,Empire,42.35298119999999,-71.04553159999998,"1 Marina Park Drive, Boston",OPERATIONAL,False,4.3,983,GOOGLE,"restaurant,food,point_of_interest,establishment",,
828,Aura,42.349409,-71.041325,"1 Seaport Lane, Boston",CLOSED_TEMPORARILY,True,4.1,47,GOOGLE,"restaurant,food,point_of_interest,establishment",,
829,Spirit of Boston by Hornblower Cruises & Events,42.351518,-71.04035379999998,"Commonwealth Pier, 200 Seaport Boulevard, Boston",OPERATIONAL,False,4.3,605,GOOGLE,"restaurant,food,point_of_interest,establishment",,
830,Tony C’s Seaport,42.348969399999994,-71.038618,"250 Northern Avenue, Boston",OPERATIONAL,False,4.1,881,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
831,James Hook & Co,42.354951,-71.0509,"440 Atlantic Avenue, Boston",OPERATIONAL,False,4.5,2210,GOOGLE,"restaurant,food,point_of_interest,establishment",,
832,Odyssey Boston by Hornblower Cruises & Events,42.35647569999999,-71.05022319999998,"60 Rowes Wharf, Boston",OPERATIONAL,False,4.4,210,GOOGLE,"travel_agency,restaurant,food,point_of_interest,establishment",,
833,Blue Dragon,42.3493201,-71.0496122,"324 A Street, Boston",CLOSED_TEMPORARILY,True,4.3,612,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",30,False
834,Trade,42.353694899999994,-71.05317690000001,"540 Atlantic Avenue, Boston",OPERATIONAL,False,4.2,503,GOOGLE,"night_club,bar,restaurant,food,point_of_interest,establishment",40,False
835,Rowes Wharf Sea Grille,42.35633860000001,-71.0505056,"70 Rowes Wharf, Boston",OPERATIONAL,False,4.2,210,GOOGLE,"restaurant,bar,food,point_of_interest,establishment",,
836,Sorelle Bakery & Cafe,42.35331420000001,-71.053,"282 Congress Street, Boston",OPERATIONAL,False,4.2,208,GOOGLE,"cafe,bakery,meal_takeaway,restaurant,food,point_of_interest,store,establishment",,
837,Nebo Cucina & Enoteca,42.35378920000001,-71.05294930000001,"520 Atlantic Avenue, Boston",CLOSED_TEMPORARILY,True,3.9,571,GOOGLE,"restaurant,food,point_of_interest,establishment",,
838,Action Kitchen,42.34923999999999,-71.0415124,"1 Seaport Lane, Boston",CLOSED_TEMPORARILY,True,4.9,19,GOOGLE,"restaurant,food,point_of_interest,establishment",,
839,75 on Liberty Wharf,42.3491142,-71.0388978,"220 Northern Avenue, Boston",OPERATIONAL,False,4.4,1279,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
840,Boloco,42.3531599,-71.0527183,"284 Congress Street, Boston",CLOSED_TEMPORARILY,True,4.3,244,GOOGLE,"restaurant,food,point_of_interest,establishment",480,True
841,Fairmont Copley Plaza,42.349033500000004,-71.076239,"138 Saint James Avenue, Boston",OPERATIONAL,False,4.6,1666,GOOGLE,"lodging,restaurant,food,point_of_interest,establishment",32,False
842,Beacon Hill Hotel & Bistro,42.356807,-71.06962299999998,"25 Charles Street, Boston",CLOSED_TEMPORARILY,True,4.4,243,GOOGLE,"lodging,bar,restaurant,food,point_of_interest,establishment",,
843,Ruth's Chris Steak House,42.358125,-71.05933700000001,"45 School Street, Boston",OPERATIONAL,False,4.4,822,GOOGLE,"restaurant,food,point_of_interest,establishment",61,False
844,Legal Sea Foods,42.359385700000004,-71.0513553,"255 State Street, Boston",OPERATIONAL,False,4.4,3742,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",0,False
845,Rock Bottom Restaurant & Brewery,42.3513292,-71.06532740000002,"115 Stuart Street, Boston",OPERATIONAL,False,3.8,492,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
846,Grill 23 & Bar,42.3494426,-71.071991,"161 Berkeley Street, Boston",OPERATIONAL,False,4.7,1127,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
847,Maggiano's Little Italy,42.35103730000001,-71.0684935,"4 Columbus Avenue, Boston",OPERATIONAL,False,4.4,2475,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
848,Silvertone Bar & Grill,42.35708810000001,-71.0608766,"69 Bromfield Street, Boston",CLOSED_TEMPORARILY,True,4.3,730,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
849,Marliave,42.356858,-71.060276,"10 Bosworth Street, Boston",OPERATIONAL,False,4.3,825,GOOGLE,"cafe,bar,restaurant,food,point_of_interest,store,establishment",,
850,Mooo Restaurant,42.35828300000001,-71.061989,"15 Beacon Street, Boston",OPERATIONAL,False,4.4,616,GOOGLE,"restaurant,food,point_of_interest,establishment",,
851,Sip Wine Bar and Kitchen,42.353452600000004,-71.0626226,"581 Washington Street, Boston",OPERATIONAL,False,4.2,370,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
852,The Paramount,42.35725499999999,-71.070274,"44 Charles Street, Boston",OPERATIONAL,False,4.3,1339,GOOGLE,"restaurant,food,point_of_interest,establishment",77,False
853,Tico Boston,42.35050880000001,-71.0728929,"222 Berkeley Street, Boston",CLOSED_TEMPORARILY,True,4.0,472,GOOGLE,"restaurant,bar,food,point_of_interest,establishment",,
854,Union Oyster House,42.361288,-71.05690799999998,"41 Union Street, Boston",OPERATIONAL,False,4.4,5456,GOOGLE,"restaurant,food,point_of_interest,establishment",,
855,Cheers,42.35592339999999,-71.07127840000001,"84 Beacon Street, Boston",OPERATIONAL,False,4.4,4868,GOOGLE,"restaurant,bar,food,point_of_interest,establishment",,
856,Siam Bistro,42.354603999999995,-71.05361490000001,"151 Pearl Street, Boston",OPERATIONAL,False,4.3,208,GOOGLE,"restaurant,food,point_of_interest,establishment",107,False
857,Scholars American Bistro and Cocktail Lounge,42.357679600000004,-71.0590625,"25 School Street, Boston",CLOSED_TEMPORARILY,True,4.1,771,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
858,China Pearl Restaurant,42.35107599999999,-71.060828,"9 Tyler Street, Boston",OPERATIONAL,False,4.1,755,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",280,False
859,Davio's Northern Italian Steakhouse,42.350230100000005,-71.0702402,"75 Arlington Street, Boston",OPERATIONAL,False,4.6,794,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
860,Post 390,42.34890910000001,-71.07401920000001,"406 Stuart Street, Boston",CLOSED_TEMPORARILY,True,4.2,704,GOOGLE,"restaurant,food,point_of_interest,establishment",130,False
861,Red Lantern Restaurant & Lounge,42.34841220000001,-71.07342659999998,"39 Stanhope Street, Boston",CLOSED_TEMPORARILY,True,4.2,646,GOOGLE,"night_club,bar,restaurant,food,point_of_interest,establishment",,
862,Good Life,42.35343229999999,-71.0590338,"28 Kingston Street, Boston",OPERATIONAL,False,4.1,594,GOOGLE,"bar,night_club,restaurant,food,point_of_interest,establishment",,
863,Mistral,42.348158899999994,-71.0727441,"223 Columbus Avenue, Boston",OPERATIONAL,False,4.6,634,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
864,Howl at the Moon Boston,42.3565639,-71.05281109999999,"184 High Street, Boston",CLOSED_TEMPORARILY,True,4.1,993,GOOGLE,"bar,night_club,restaurant,food,point_of_interest,establishment",,
865,Stoddard's Fine Food & Ale,42.355129999999996,-71.06170859999999,"48 Temple Place, Boston",CLOSED_TEMPORARILY,True,4.2,915,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",37,False
866,The Palm - Boston,42.35549779999999,-71.052216,"1 International Place, Boston",OPERATIONAL,False,4.4,445,GOOGLE,"restaurant,food,point_of_interest,establishment",,
867,P.F. Chang's,42.351991600000005,-71.0671335,"8 Park Plaza Spc D-6, Boston",OPERATIONAL,False,4.2,1152,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment",,
868,The Oceanaire Seafood Room,42.359072299999994,-71.05918199999998,"40 Court Street, Boston",OPERATIONAL,False,4.4,690,GOOGLE,"restaurant,food,point_of_interest,establishment",75,False
869,No.9 Park,42.35760129999999,-71.0628378,"9 Park Street Place, Boston",OPERATIONAL,False,4.6,417,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
870,South Street Diner,42.349868,-71.057744,"178 Kneeland Street, Boston",OPERATIONAL,False,4.1,2269,GOOGLE,"restaurant,food,point_of_interest,establishment",,
871,Bistro du Midi,42.352042,-71.069408,"272 Boylston Street, Boston",CLOSED_TEMPORARILY,True,4.5,484,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",59,False
872,Lolita Back Bay,42.350665,-71.077445,"271 Dartmouth Street, Boston",OPERATIONAL,False,4.5,2212,GOOGLE,"night_club,bar,restaurant,food,point_of_interest,establishment",,
873,Teatro,42.352996000000005,-71.06406949999999,"177 Tremont Street, Boston",CLOSED_TEMPORARILY,True,4.4,351,GOOGLE,"restaurant,food,point_of_interest,establishment",,
874,Sam LaGrassa's,42.3568718,-71.0599198,"44 Province Street, Boston",OPERATIONAL,False,4.7,937,GOOGLE,"restaurant,food,point_of_interest,establishment",,
875,Phở Pasteur,42.3514189,-71.0626759,"682 Washington Street, Boston",OPERATIONAL,False,4.2,1713,GOOGLE,"restaurant,food,point_of_interest,establishment",,
876,Downtown Harvard Club of Boston,42.355884,-71.05692669999998,"1 Federal Street, Boston",OPERATIONAL,False,4.6,106,GOOGLE,"bar,restaurant,food,gym,health,point_of_interest,establishment",,
