,name,lat,lng,vicinity,business_status,permanently_closed ,rating ,user_ratings_total ,source,type,volient_no,expired
483,Fresh City,42.314378999999995,-71.10344180000001,"31 Germania Street, Boston",OPERATIONAL,False,4.2,214,GOOGLE,"restaurant,food,point_of_interest,establishment",156,True
484,McDonald's,42.3203521,-71.0822283,"301 Warren Street, Roxbury",OPERATIONAL,False,3.1,1103,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment",824,True
485,New Ho Toy,42.3179439,-71.06659520000001,"746 Dudley Street, Dorchester",OPERATIONAL,False,3.8,48,GOOGLE,"restaurant,food,point_of_interest,establishment",0,False
486,Tostado Sandwich Bar,42.322788200000005,-71.10314939999998,"300 Centre Street, Jamaica Plain",OPERATIONAL,False,4.3,133,GOOGLE,"restaurant,food,point_of_interest,establishment",,
487,Ideal Sub Shop,42.3223179,-71.0725195,"522 Dudley Street, Roxbury",OPERATIONAL,False,4.7,684,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment",,
488,Doña Habana Restaurant,42.332389,-71.07319620000001,"811 Massachusetts Avenue, Boston",OPERATIONAL,False,4.2,1107,GOOGLE,"night_club,bar,restaurant,food,point_of_interest,establishment",,
489,Cappy's Pizza,42.3227181,-71.10336989999998,"304 Centre Street, Jamaica Plain",OPERATIONAL,False,4.1,237,GOOGLE,"restaurant,food,point_of_interest,establishment",,
490,Egleston House of Pizza,42.315504100000005,-71.0984284,"3080 Washington Street, Roxbury",OPERATIONAL,False,4.0,276,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment",,
491,Joe's Famous Steak Subs,42.3288472,-71.0838778,"140 Dudley Street, Roxbury",OPERATIONAL,False,4.5,545,GOOGLE,"restaurant,meal_takeaway,food,point_of_interest,store,establishment",,
492,Dunkin',42.3168309,-71.0980807,"1926 Columbus Avenue, Roxbury",OPERATIONAL,False,4.0,254,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment",,
493,Arizona BBQ,42.32939210000001,-71.0845679,"2360 Washington Street, Roxbury",OPERATIONAL,False,3.7,65,GOOGLE,"restaurant,food,point_of_interest,establishment",,
494,Backwoods Pizza,42.321742,-71.07248100000001,"539 Dudley Street, Roxbury",OPERATIONAL,False,3.7,173,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment",,
495,Latino Restaurant,42.322717,-71.10323100000001,"302 Centre Street, Jamaica Plain",OPERATIONAL,False,4.0,205,GOOGLE,"restaurant,food,point_of_interest,establishment",,
496,The Haven,42.3217828,-71.1104716,"2 Perkins Street, Jamaica Plain",OPERATIONAL,False,4.7,614,GOOGLE,"meal_takeaway,bar,liquor_store,restaurant,food,point_of_interest,store,establishment",124,False
497,La Morra,42.33123,-71.118788,"48 Boylston Street, Brookline",OPERATIONAL,False,4.5,270,GOOGLE,"restaurant,food,point_of_interest,establishment",,
498,Cutty's,42.333112,-71.1194225,"284 Washington Street, Brookline",OPERATIONAL,False,4.7,377,GOOGLE,"meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment",,
499,Penguin Pizza,42.334093200000005,-71.1054297,"735 Huntington Avenue, Boston",OPERATIONAL,False,4.4,762,GOOGLE,"restaurant,food,point_of_interest,establishment",276,False
500,Brendan Behan Pub,42.322005600000004,-71.10933399999998,"378 Centre Street, Jamaica Plain",OPERATIONAL,False,4.7,305,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",48,True
501,Subway,42.33191540000001,-71.111822,"2 South Huntington Avenue, Boston",OPERATIONAL,False,4.4,85,GOOGLE,"restaurant,food,point_of_interest,establishment",1578,True
502,Orinoco Brookline Village,42.333828499999996,-71.1190275,"22 Harvard Street, Brookline",OPERATIONAL,False,4.5,299,GOOGLE,"restaurant,food,point_of_interest,establishment",,
503,The Mission Bar & Grill,42.333814000000004,-71.105065,"724 Huntington Avenue, Boston",OPERATIONAL,False,4.3,706,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
504,TGI Fridays,42.3336883,-71.1046528,"1626 Tremont Street, Boston",OPERATIONAL,False,3.5,1227,GOOGLE,"restaurant,meal_takeaway,bar,food,point_of_interest,establishment",77,False
505,Anatolia,42.333436999999996,-71.11960499999998,"305 Washington Street, Brookline",OPERATIONAL,False,4.1,400,GOOGLE,"restaurant,food,point_of_interest,establishment",,
506,Starbucks,42.333718,-71.118714,"15 Harvard Street, Brookline",OPERATIONAL,False,4.3,220,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment",66,True
507,Flames Restaurant II,42.333628600000004,-71.1055208,"746 Huntington Avenue, Boston",OPERATIONAL,False,4.2,411,GOOGLE,"restaurant,food,point_of_interest,establishment",,
508,Montecristo Mexican Grill,42.333628600000004,-71.1056147,"748 Huntington Avenue #A, Boston",OPERATIONAL,False,3.0,231,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment",238,False
509,Brothers & Sisters Co.,42.332593599999996,-71.11791679999999,"7 Station Street, Brookline",OPERATIONAL,False,4.6,231,GOOGLE,"cafe,bakery,restaurant,food,point_of_interest,store,establishment",,
510,Flann O'Brien's,42.333876000000004,-71.10333,"1619 Tremont Street, Boston",OPERATIONAL,False,4.4,356,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
511,Village Pizza House,42.333165,-71.119939,"312 Washington Street, Brookline",OPERATIONAL,False,3.9,111,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,store,establishment",,
512,Pomodoro,42.33388529999999,-71.1191001,"24 Harvard Street, Brookline",OPERATIONAL,False,4.4,119,GOOGLE,"restaurant,food,point_of_interest,establishment",,
513,Subway,42.3332817,-71.1025314,"1578 Tremont Street Unit 1, Boston",OPERATIONAL,False,3.6,66,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment",1578,True
514,Dunkin',42.3339756,-71.103684,"1631 Tremont Street, Boston",OPERATIONAL,False,4.0,208,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment",,
515,Joseph's Sub Shop & Pizza,42.331821000000005,-71.1117898,"8 South Huntington Avenue, Jamaica Plain",OPERATIONAL,False,3.6,157,GOOGLE,"restaurant,food,point_of_interest,establishment",,
516,Pikalo JP,42.3219987,-71.109258,"378 Centre Street, Jamaica Plain",OPERATIONAL,False,4.6,270,GOOGLE,"restaurant,food,point_of_interest,establishment",,
517,Blue Nile Restaurant,42.32220590000001,-71.1096118,"389 Centre Street, Boston",OPERATIONAL,False,4.6,263,GOOGLE,"restaurant,food,point_of_interest,establishment",40,True
518,The Frogmore,42.32256050000001,-71.1082849,"365 Centre Street, Jamaica Plain",OPERATIONAL,False,4.3,448,GOOGLE,"restaurant,food,point_of_interest,establishment",23,False
519,Brother's,42.32548069999999,-71.12234509999998,"293 Cypress Street, Brookline",OPERATIONAL,False,3.9,101,GOOGLE,"restaurant,food,point_of_interest,establishment",,
520,Toichi Ichiban Japanese Cuisine,42.32707629999999,-71.12441199999998,"5 Kendall Street, Brookline",CLOSED_TEMPORARILY,True,4.4,89,GOOGLE,"restaurant,food,point_of_interest,establishment",,
521,BESS'S CAFE,42.32752120000001,-71.12442390000001,"224 Cypress Street, Brookline",OPERATIONAL,False,4.5,124,GOOGLE,"cafe,restaurant,food,point_of_interest,establishment",,
522,Brigham Circle Chinese Food,42.333779,-71.10516,"728 Huntington Avenue, Boston",OPERATIONAL,False,3.6,173,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment",,
523,Healthy Wok MA,42.33146900000001,-71.112127,"23 South Huntington Avenue, Jamaica Plain",OPERATIONAL,False,3.5,201,GOOGLE,"restaurant,food,point_of_interest,establishment",,
524,Miami Restaurant,42.3222931,-71.10929190000002,"381 Centre Street, Jamaica Plain",OPERATIONAL,False,4.3,133,GOOGLE,"restaurant,food,point_of_interest,establishment",,
525,Food Wall Chinese Restaurant,42.3222195,-71.1095438,"387 Centre Street, Jamaica Plain",OPERATIONAL,False,3.7,110,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment",,
526,Il Mondo Pizzeria,42.3337036,-71.1054181,"738 Huntington Avenue, Boston",OPERATIONAL,False,4.2,455,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment",,
527,Same Old Place,42.31261000000001,-71.113945,"662 Centre Street, Jamaica Plain",OPERATIONAL,False,4.3,298,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment",,
528,Magnolia Smokehouse,42.3331083,-71.11853630000002,"6 Harvard Square, Brookline",CLOSED_TEMPORARILY,True,3.9,242,GOOGLE,"restaurant,food,point_of_interest,establishment",,
529,Citra A Fresh Cafe,42.32607720000001,-71.149762,"850 Boylston Street, Chestnut Hill",OPERATIONAL,False,3.7,6,GOOGLE,"restaurant,food,point_of_interest,establishment",25,False
530,Chiharu Sushi & Noodle,42.329736700000005,-71.12666870000001,"370 Boylston Street, Brookline",OPERATIONAL,False,4.6,178,GOOGLE,"restaurant,food,point_of_interest,establishment",,
531,Restaurant 108,42.3327865,-71.1292776,"115 Greenough Street, Brookline",OPERATIONAL,False,4.8,6,GOOGLE,"restaurant,food,point_of_interest,establishment",,
532,Pizza Stop,42.3275028,-71.12438089999998,"226 Cypress Street, Brookline",OPERATIONAL,False,4.7,93,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment",231,True
533,Dunkin',42.3306343,-71.1239334,"265 Boylston Street, Brookline",OPERATIONAL,False,4.1,191,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment",,
534,The Joint,42.31473629999999,-71.1142426,"605 Centre Street, Jamaica Plain",OPERATIONAL,False,4.7,37,GOOGLE,"restaurant,food,point_of_interest,establishment",,
535,Showcase SuperLux Chestnut Hill,42.322098700000005,-71.17063809999998,"55 Boylston Street, Newton",OPERATIONAL,False,4.2,609,GOOGLE,"movie_theater,bar,restaurant,food,point_of_interest,establishment",,
536,Shake Shack,42.32260369999999,-71.16967690000001,"49 Boylston Street, Chestnut Hill",OPERATIONAL,False,4.0,908,GOOGLE,"restaurant,food,point_of_interest,establishment",79,False
537,Legal Sea Foods,42.3227561,-71.16898809999998,"The Street, 55 Boylston Street, Chestnut Hill",OPERATIONAL,False,4.2,598,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",0,False
538,The Capital Grille,42.3191434,-71.17785289999998,"250 Boylston Street, Chestnut Hill",OPERATIONAL,False,4.6,491,GOOGLE,"meal_takeaway,bar,restaurant,food,point_of_interest,establishment",,
539,Aquitaine Chestnut Hill,42.323421999999994,-71.1664486,"11 Boylston Street, Chestnut Hill",OPERATIONAL,False,4.3,130,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
540,Davio's Northern Italian Steakhouse,42.32214279999999,-71.170801,"55 Boylston Street, Chestnut Hill",OPERATIONAL,False,4.6,123,GOOGLE,"restaurant,food,point_of_interest,establishment",,
541,Bernard's,42.3222376,-71.1704448,"55 Boylston Street, Chestnut Hill",OPERATIONAL,False,4.2,164,GOOGLE,"restaurant,food,point_of_interest,establishment",,
542,Daikanyama Japanese Restaurant,42.320943299999996,-71.17683249999999,"225 Boylston Street, Chestnut Hill",OPERATIONAL,False,4.2,75,GOOGLE,"restaurant,food,point_of_interest,establishment",,
543,Comella's - Chestnut Hill,42.323721299999995,-71.1661302,"3 Boylston Street, Chestnut Hill",OPERATIONAL,False,4.3,90,GOOGLE,"restaurant,food,point_of_interest,establishment",,
544,The Cheesecake Factory,42.3211396,-71.17540009999998,"199 Boylston Street, Chestnut Hill",OPERATIONAL,False,4.2,821,GOOGLE,"restaurant,meal_takeaway,food,point_of_interest,establishment",115,False
545,Juice Press,42.3225044,-71.1690328,"33 Boylston Street, Newton",OPERATIONAL,False,4.2,38,GOOGLE,"restaurant,food,health,point_of_interest,store,establishment",66,False
546,Davio's Chestnut Hill,42.322241,-71.17065670000001,"55 Boylston Street, Chestnut Hill",OPERATIONAL,False,4.6,51,GOOGLE,"restaurant,food,point_of_interest,establishment",,
547,Chestnut Hill Square,42.3191657,-71.1755462,"200 Boylston Street, Chestnut Hill",OPERATIONAL,False,4.4,1134,GOOGLE,"shopping_mall,restaurant,food,point_of_interest,clothing_store,store,establishment",,
548,Oath Pizza - Chestnut Hill,42.31873399999999,-71.17613100000001,"210 Boylston Street, Chestnut Hill",OPERATIONAL,False,4.4,160,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment",,
549,Seasons 52,42.319733299999996,-71.17613589999998,"220 Boylston Street, Chestnut Hill",OPERATIONAL,False,4.4,634,GOOGLE,"meal_takeaway,bar,restaurant,food,point_of_interest,establishment",,
550,Besito Mexican Restaurant - Chestnut Hill MA,42.3215125,-71.1756718,"199 Boylston Street, Chestnut Hill",OPERATIONAL,False,4.5,364,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
551,Starbucks,42.318682,-71.176385,"210 Boylston Street #13, Chestnut Hill",OPERATIONAL,False,3.9,141,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment",66,True
552,Chestnut Hill Restaurant,42.323081099999996,-71.163291,"616 Hammond Street, Chestnut Hill",OPERATIONAL,False,4.6,113,GOOGLE,"restaurant,food,point_of_interest,establishment",,
553,Pineapple Thai Cuisine - Chestnut Hill,42.323327500000005,-71.16660929999998,"17 Boylston Street, Chestnut Hill",OPERATIONAL,False,4.4,130,GOOGLE,"restaurant,food,point_of_interest,establishment",,
554,Mr. Roni Cups,42.3226321,-71.1691349,"47 Boylston Street, Chestnut Hill",OPERATIONAL,False,5.0,1,GOOGLE,"restaurant,food,point_of_interest,establishment",,
555,Bianca,42.3226321,-71.1691349,"47 Boylston Street, Chestnut Hill",OPERATIONAL,False,4.4,8,GOOGLE,"restaurant,food,point_of_interest,establishment",,
556,Chef Ronsky's,42.323683100000004,-71.1661137,"3 Boylston Street, Newton",OPERATIONAL,False,4.5,52,GOOGLE,"restaurant,meal_takeaway,food,point_of_interest,establishment",,
557,Chilacates Chestnut Hill,42.3229455,-71.1689719,"33 Boylston Street st 3330, Chestnut Hill",OPERATIONAL,False,4.5,54,GOOGLE,"restaurant,food,point_of_interest,establishment",,
558,Tender Greens - TEMPORARILY CLOSED,42.322626,-71.169684,"49 Boylston Street Suite 4940, Chestnut Hill",CLOSED_TEMPORARILY,True,4.2,132,GOOGLE,"restaurant,food,point_of_interest,establishment",,
559,Wegmans Pizza,42.31913429999999,-71.1756718,"200 Boylston Street, Chestnut Hill",OPERATIONAL,False,5.0,1,GOOGLE,"restaurant,food,point_of_interest,establishment",,
560,Wegmans Sub Shop,42.3202456,-71.17549509999998,"200 Boylston Street, Chestnut Hill",OPERATIONAL,False,5.0,1,GOOGLE,"restaurant,food,point_of_interest,establishment",,
561,Tokyo Japanese Steak House,42.321814200000006,-71.17586539999998,"199 Boylston Street, Chestnut Hill",OPERATIONAL,False,3.8,152,GOOGLE,"restaurant,food,point_of_interest,establishment",,
562,Frank Pepe Pizzeria Napoletana,42.321760999999995,-71.176165,"199 Boylston Street, Chestnut Hill",OPERATIONAL,False,4.2,457,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment",,
563,Union Street Restaurant and Bar,42.3298602,-71.1935457,"107R Union Street, Newton",OPERATIONAL,False,4.1,396,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
564,Panera Bread,42.330751,-71.195021,"1241 Centre Street, Newton",OPERATIONAL,False,4.1,282,GOOGLE,"cafe,bakery,meal_takeaway,restaurant,food,point_of_interest,store,establishment",216,True
565,Walnut Grille,42.320668,-71.205409,"1203 Walnut Street, Newton Highlands",OPERATIONAL,False,4.6,329,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment",,
566,Johnny's Luncheonette,42.330941700000004,-71.193275,"30 Langley Road, Newton",OPERATIONAL,False,4.5,659,GOOGLE,"restaurant,food,point_of_interest,establishment",,
567,Tartufo Restaurant,42.3302778,-71.19111109999999,"22 Union Street, Newton",OPERATIONAL,False,4.3,200,GOOGLE,"restaurant,food,point_of_interest,establishment",,
568,Farmstead Table Restaurant,42.329710999999996,-71.192753,"71 Union Street, Newton",OPERATIONAL,False,4.4,193,GOOGLE,"restaurant,food,point_of_interest,establishment",,
569,O'Hara's Food & Spirits,42.321141499999996,-71.20588000000001,"1185 Walnut Street, Newton",OPERATIONAL,False,4.5,473,GOOGLE,"restaurant,bar,food,point_of_interest,establishment",,
570,Cafe St-Petersburg,42.329846200000006,-71.19227959999998,"57 Union Street #1, Newton Centre",OPERATIONAL,False,4.3,223,GOOGLE,"restaurant,food,point_of_interest,establishment",,
571,Bill's Pizzeria,42.3307744,-71.19163859999998,"753 Beacon Street, Newton",OPERATIONAL,False,4.3,181,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment",,
572,Cafe Sol Azteca,42.329688,-71.192877,"75 Union Street, Newton",OPERATIONAL,False,4.2,138,GOOGLE,"restaurant,meal_delivery,food,point_of_interest,establishment",,
573,Jumbo Seafood,42.33110050000001,-71.1937308,"10 Langley Road, Newton Centre",OPERATIONAL,False,4.0,184,GOOGLE,"meal_delivery,meal_takeaway,bar,restaurant,food,point_of_interest,establishment",,
574,Sweet Tomatoes,42.33018330000001,-71.1921583,"47 Langley Road, Newton Centre",OPERATIONAL,False,4.3,131,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment",,
575,Subway,42.33200000000001,-71.1946663,"1185 Centre Street, Newton",OPERATIONAL,False,3.6,37,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment",1578,True
576,Jake's Falafel Corner,42.330313700000005,-71.1908615,"740 A Beacon Street, Newton",OPERATIONAL,False,4.5,102,GOOGLE,"restaurant,food,point_of_interest,establishment",,
577,Tango Mango,42.33186269999999,-71.19476949999998,"1191 Centre Street, Newton",OPERATIONAL,False,4.4,286,GOOGLE,"restaurant,food,point_of_interest,establishment",,
578,Starbucks,42.33024,-71.194979,"1269 Centre Street, Newton Centre",OPERATIONAL,False,4.2,159,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment",66,True
579,Otake Sushi Bistro,42.32175950000001,-71.2067835,"15 Lincoln Street, Newton Highlands",OPERATIONAL,False,4.3,104,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment",,
580,Jamie's on Union,42.3296585,-71.1923801,"70 Union Street, Newton",OPERATIONAL,False,4.3,330,GOOGLE,"restaurant,bar,food,point_of_interest,establishment",,
581,Anna's Taqueria,42.32166669999999,-71.20722219999998,"27 Lincoln Street, Newton",OPERATIONAL,False,4.3,596,GOOGLE,"restaurant,food,point_of_interest,establishment",87,False
582,The Savage Wiener™,42.3301878,-71.19519919999998,"827 Beacon Street, Newton Centre",OPERATIONAL,False,4.5,44,GOOGLE,"restaurant,food,point_of_interest,establishment",,
583,sycamore.,42.330677200000004,-71.19175419999998,"755 Beacon Street, Newton",OPERATIONAL,False,4.8,231,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
584,Ellana's Kitchen & More,42.3313183,-71.19532209999998,"19 Pelham Street, Newton",OPERATIONAL,False,4.8,128,GOOGLE,"restaurant,food,point_of_interest,store,establishment",,
